"id_arrendatario","segmento_volumen","segmento_precio","segmento_experiencia","segmento_calidad","segmento_compuesto","num_propiedades","precio_promedio","calificacion_media","es_superanfitrion","antiguedad_anos","tiempo_respuesta_hrs"
460,"Pequeño","Lujo","Novato","Básico","Pequeño Lujo Básico",1,50965,2.3,FALSE,0.48186173853525,12
461,"Pequeño","Premium","Experimentado","Bueno","Pequeño Premium Bueno",1,26356,3.9,FALSE,1.82888432580424,1
462,"Grande","Premium","Novato","Bueno","Grande Premium Bueno",4,25212.25,3.5,FALSE,0.544832306639288,48
463,"Mediano","Lujo","Novato","Básico","Mediano Lujo Básico",2,36603,1.3,FALSE,0.887063655030801,48
464,"Muy grande","Lujo","Veterano","Excelente","Muy grande Lujo Excelente",NA,NA,4.7,FALSE,6.9678302532512,8
465,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,22970,5,FALSE,3.72347707049966,4
466,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,25321.3333333333,1.9,FALSE,3.71252566735113,8
467,"Pequeño","Estándar","Veterano","Básico","Pequeño Estándar Básico",1,14335,2.9,TRUE,5.74401095140315,4
468,"Muy grande","Lujo","Experimentado","Básico","Muy grande Lujo Básico",NA,NA,1,FALSE,2.05612594113621,8
469,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",7,25397.1428571429,2.7,FALSE,3.5482546201232,48
470,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,15967,2.2,FALSE,4.08761122518823,2
471,"Mediano","Premium","Novato","Muy bueno","Mediano Premium Muy bueno",3,34525,4.2,FALSE,0.936344969199179,2
472,"Grande","Premium","Novato","Básico","Grande Premium Básico",5,25749,1.6,FALSE,0.969199178644764,24
473,"Mediano","Lujo","Experimentado","Muy bueno","Mediano Lujo Muy bueno",3,35406,4.3,FALSE,1.36618754277892,2
474,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,12578,2.3,TRUE,3.53456536618754,4
475,"Grande","Lujo","Experimentado","Bueno","Grande Lujo Bueno",5,46086.4,3.3,FALSE,2.66666666666667,8
476,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,53968,1.4,FALSE,4.84599589322382,4
477,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",6,35118.6666666667,1.8,FALSE,5.91101984941821,2
478,"Muy grande","Estándar","Experimentado","Muy bueno","Muy grande Estándar Muy bueno",7,19435.5714285714,4.5,TRUE,2.50239561943874,1
479,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",3,9532.33333333333,2.7,FALSE,7.79466119096509,48
480,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",3,16410.6666666667,2,FALSE,1.85352498288843,4
481,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,22756.75,4,FALSE,3.46611909650924,8
482,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,25109.6666666667,2.7,TRUE,7.29637234770705,48
483,"Pequeño","Estándar","Novato","Bueno","Pequeño Estándar Bueno",1,15086,4,FALSE,0.405201916495551,1
484,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,26546.6666666667,2.3,FALSE,2.41752224503765,12
485,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,25237.4,3.9,FALSE,4.06297056810404,1
486,"Pequeño","Económico","Experimentado","Básico","Pequeño Económico Básico",1,8233,1.4,TRUE,2.40657084188912,24
487,"Grande","Premium","Experimentado","Muy bueno","Grande Premium Muy bueno",4,24797.25,4.5,FALSE,2.74332648870637,1
488,"Muy grande","Premium","Veterano","Excelente","Muy grande Premium Excelente",6,27474.5,5,FALSE,3.78918548939083,1
489,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,24106,1.7,FALSE,7.42505133470226,24
490,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,27963,3.6,FALSE,4.85420944558522,2
491,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,22962.5,2.5,FALSE,5.80971937029432,8
492,"Pequeño","Premium","Experimentado","Bueno","Pequeño Premium Bueno",1,28621,3.4,FALSE,1.6208076659822,8
493,"Grande","Estándar","Experimentado","Básico","Grande Estándar Básico",5,19259.8,1.3,TRUE,1.06502395619439,1
494,"Mediano","Premium","Experimentado","Muy bueno","Mediano Premium Muy bueno",3,22199.3333333333,4.3,FALSE,2.11635865845311,8
495,"Mediano","Premium","Novato","Básico","Mediano Premium Básico",2,22953.5,2.2,FALSE,0.728268309377139,12
496,"Pequeño","Estándar","Experimentado","Bueno","Pequeño Estándar Bueno",1,12559,3.7,FALSE,1.96577686516085,24
497,"Pequeño","Estándar","Veterano","Básico","Pequeño Estándar Básico",1,10757,1.6,TRUE,6.73237508555784,12
498,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,1.1,TRUE,6.3791923340178,2
499,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",3,25423.3333333333,3.6,TRUE,1.68925393566051,24
500,"Pequeño","Estándar","Experimentado","Bueno","Pequeño Estándar Bueno",1,19328,3.3,FALSE,1.27857631759069,1
501,"Grande","Estándar","Experimentado","Básico","Grande Estándar Básico",4,15972,1,FALSE,2.17932922655715,4
502,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,21328.75,1.1,FALSE,5.90006844626968,8
503,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,14104,2,FALSE,5.13073237508556,24
504,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",2,10066,3,TRUE,2.52156057494867,48
505,"Grande","Lujo","Veterano","Básico","Grande Lujo Básico",5,41082,2.8,FALSE,6.18206707734428,12
506,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.9,FALSE,7.25256673511294,48
507,"Muy grande","Estándar","Experimentado","Básico","Muy grande Estándar Básico",6,13701.6666666667,1.5,FALSE,2.81998631074606,8
508,"Grande","Premium","Experimentado","Muy bueno","Grande Premium Muy bueno",4,23791,4.3,FALSE,1.51950718685832,1
509,"Pequeño","Estándar","Veterano","Excelente","Pequeño Estándar Excelente",1,10351,4.7,FALSE,3.64134154688569,12
510,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",6,24422.1666666667,3.9,FALSE,8.38877481177276,12
511,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,33101.5,2.7,FALSE,3.02258726899384,2
512,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,23211.3333333333,1.1,TRUE,1.08692676249144,48
513,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",4,21297.25,4.7,TRUE,3.60027378507871,2
514,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,26538,2.3,FALSE,2.63107460643395,48
515,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,24206.5,3,FALSE,6.072553045859,4
516,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",2,21260.5,4.2,FALSE,5.49760438056126,24
517,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,19843,1,TRUE,2.99794661190965,12
518,"Muy grande","Lujo","Veterano","Excelente","Muy grande Lujo Excelente",NA,NA,4.9,FALSE,4.68446269678302,48
519,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,37145,2.4,FALSE,7.25256673511294,4
520,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,29014,1.2,FALSE,3.72621492128679,48
521,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",5,28000,4.1,FALSE,7.67145790554415,4
522,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,17595.25,4,FALSE,5.02395619438741,1
523,"Mediano","Premium","Experimentado","Excelente","Mediano Premium Excelente",2,25110.5,4.7,FALSE,1.11156741957563,24
524,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,29525,2.8,FALSE,3.11841204654346,1
525,"Pequeño","Lujo","Veterano","Bueno","Pequeño Lujo Bueno",1,37556,3.9,FALSE,4.0766598220397,2
526,"Muy grande","Premium","Experimentado","Excelente","Muy grande Premium Excelente",7,23804.4285714286,4.9,FALSE,2.02600958247776,12
527,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,34850,3.1,FALSE,7.25256673511294,4
528,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",3,24991.3333333333,4.4,TRUE,6.55715263518138,48
529,"Pequeño","Estándar","Experimentado","Excelente","Pequeño Estándar Excelente",1,17296,5,FALSE,2.2943189596167,48
530,"Grande","Premium","Experimentado","Excelente","Grande Premium Excelente",5,20517.8,4.7,TRUE,1.65639972621492,24
531,"Grande","Lujo","Veterano","Muy bueno","Grande Lujo Muy bueno",4,35335.25,4.3,FALSE,7.23340177960301,8
532,"Mediano","Lujo","Veterano","Muy bueno","Mediano Lujo Muy bueno",2,51273.5,4.3,FALSE,5.6974674880219,4
533,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,24548.6666666667,3.3,FALSE,6.95414099931554,2
534,"Muy grande","Premium","Experimentado","Bueno","Muy grande Premium Bueno",6,27438,3.1,TRUE,2.8911704312115,2
535,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,49406,2.1,FALSE,7.20054757015743,48
536,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",5,21467.4,4.2,TRUE,4.65982203969884,48
537,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,28171.4,2.8,FALSE,8.07118412046543,4
538,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,24160.2,1.1,TRUE,7.61396303901437,12
539,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,10422.5,1.4,FALSE,6.25051334702259,2
540,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,35522,1.2,TRUE,5.65639972621492,24
541,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,16447.25,3.6,TRUE,5.79329226557153,24
542,"Grande","Premium","Experimentado","Muy bueno","Grande Premium Muy bueno",5,23976.6,4.3,FALSE,1.01574264202601,8
543,"Muy grande","Estándar","Veterano","Básico","Muy grande Estándar Básico",6,17022.3333333333,2.2,TRUE,7.2662559890486,12
544,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",5,23281.2,4.4,TRUE,7.0280629705681,2
545,"Mediano","Lujo","Experimentado","Básico","Mediano Lujo Básico",3,37929.3333333333,1.9,FALSE,2.8227241615332,4
546,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",2,27830,4,TRUE,1.73853524982888,4
547,"Muy grande","Lujo","Experimentado","Excelente","Muy grande Lujo Excelente",NA,NA,4.9,TRUE,2.4476386036961,8
548,"Grande","Estándar","Novato","Bueno","Grande Estándar Bueno",5,16636.8,3.6,FALSE,0.75564681724846,2
549,"Pequeño","Económico","Veterano","Básico","Pequeño Económico Básico",1,6277,2.2,FALSE,7.00342231348391,8
550,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",4,29911.75,4.5,FALSE,7.45242984257358,12
551,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,26004.5,3.9,FALSE,7.86858316221766,2
552,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",2,32782,4,FALSE,2.40109514031485,12
553,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,23071.6,1.7,FALSE,7.67967145790554,12
554,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,17852.75,3,FALSE,5.56331279945243,2
555,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,23116,1.9,FALSE,1.47843942505133,2
556,"Grande","Estándar","Veterano","Muy bueno","Grande Estándar Muy bueno",5,16972.2,4.4,FALSE,4.290212183436,8
557,"Pequeño","Económico","Experimentado","Básico","Pequeño Económico Básico",1,7814,2.1,FALSE,2.81177275838467,8
558,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",2,8632,2.4,FALSE,7.71800136892539,2
559,"Muy grande","Lujo","Experimentado","Básico","Muy grande Lujo Básico",NA,NA,1.3,TRUE,2.10540725530459,24
560,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,31469.6666666667,2.4,TRUE,2.71047227926078,48
561,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,17964,1.7,FALSE,7.88501026694045,48
562,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,30067.3333333333,2.6,TRUE,3.36481861738535,12
563,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,34964.25,1.7,FALSE,4.45448323066393,2
564,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.6,FALSE,5.46475017111567,2
565,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",5,15634,3.9,TRUE,5.83436002737851,1
566,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,33324.3333333333,2.3,FALSE,4.51471594798083,1
567,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,23715.8333333333,3,FALSE,6.26146475017112,48
568,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,16400,2.6,FALSE,1.73032169746749,4
569,"Grande","Premium","Novato","Bueno","Grande Premium Bueno",4,22674.25,3.5,FALSE,0.922655715263518,24
570,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",3,22223,4.3,FALSE,5.73853524982888,1
571,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,20676.4,2.8,FALSE,5.62354551676934,2
572,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,16266.5,3.1,FALSE,4.73100616016427,4
573,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,21427.3333333333,1.2,FALSE,4.76112251882272,12
574,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,21904,2.6,FALSE,4.12046543463381,1
575,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,34442.2,1.8,FALSE,4.04928131416838,12
576,"Mediano","Estándar","Veterano","Muy bueno","Mediano Estándar Muy bueno",2,13526.5,4.1,FALSE,6.507871321013,1
577,"Grande","Premium","Experimentado","Excelente","Grande Premium Excelente",4,29627,4.8,TRUE,2.03696098562628,2
578,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",5,24114.2,4.6,FALSE,3.48254620123203,4
579,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,34430.5,1.3,TRUE,5.68925393566051,1
580,"Muy grande","Premium","Veterano","Excelente","Muy grande Premium Excelente",7,30401.2857142857,4.8,FALSE,3.11841204654346,24
581,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",2,11527.5,1.2,FALSE,1.31964407939767,48
582,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",5,32524.6,4.4,FALSE,4.98836413415469,1
583,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",5,19330,2.8,FALSE,3.32922655715264,2
584,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,27501,1.6,FALSE,1.60164271047228,8
585,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,28232.6666666667,1.2,FALSE,7.71526351813826,24
586,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",2,9285.5,1.4,FALSE,7.40041067761807,24
587,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,56092,2.1,TRUE,8.06297056810404,8
588,"Muy grande","Lujo","Experimentado","Básico","Muy grande Lujo Básico",NA,NA,1.6,TRUE,2.94592744695414,1
589,"Grande","Premium","Novato","Básico","Grande Premium Básico",5,24862.6,2.5,TRUE,0.684462696783025,2
590,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,29598.8,2.2,FALSE,4.07118412046543,8
591,"Mediano","Estándar","Veterano","Excelente","Mediano Estándar Excelente",3,15452.6666666667,4.7,TRUE,4.67898699520876,4
592,"Mediano","Económico","Novato","Bueno","Mediano Económico Bueno",2,9606.5,3.6,FALSE,0.97741273100616,1
593,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,21333,1.6,FALSE,4.6735112936345,4
594,"Pequeño","Premium","Veterano","Bueno","Pequeño Premium Bueno",1,26980,3.8,FALSE,3.63586584531143,8
595,"Grande","Premium","Novato","Básico","Grande Premium Básico",4,30884,1.5,FALSE,0.884325804243669,4
596,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,23385,1.3,FALSE,3.68514715947981,48
597,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,24728.5,2.1,FALSE,3.55920602327173,48
598,"Pequeño","Premium","Veterano","Bueno","Pequeño Premium Bueno",1,22996,3.3,FALSE,6.46132785763176,24
599,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,22252.5,1.8,FALSE,1.25119780971937,4
600,"Grande","Estándar","Veterano","Muy bueno","Grande Estándar Muy bueno",4,14653.5,4.2,FALSE,5.37440109514031,48
601,"Pequeño","Lujo","Novato","Básico","Pequeño Lujo Básico",1,37879,2.4,FALSE,0.878850102669405,1
602,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,20403.25,2.2,FALSE,3.12936344969199,48
603,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,30374.3333333333,1,FALSE,7.78370978781656,1
604,"Muy grande","Estándar","Veterano","Muy bueno","Muy grande Estándar Muy bueno",7,17866.5714285714,4.4,FALSE,5.48665297741273,48
605,"Muy grande","Estándar","Veterano","Bueno","Muy grande Estándar Bueno",6,17311.1666666667,3.7,FALSE,3.04175222450376,24
606,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,30773,2.3,FALSE,5.3305954825462,2
607,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,25544.3333333333,3.6,FALSE,5.21286789869952,4
608,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,51980,1.8,FALSE,4.05475701574264,2
609,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,31377.5,3.7,FALSE,8.3668720054757,4
610,"Pequeño","Lujo","Veterano","Excelente","Pequeño Lujo Excelente",1,54002,4.7,TRUE,5.83162217659138,2
611,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,32714,3.8,FALSE,8.02737850787132,8
612,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,21441,1.5,FALSE,3.31827515400411,48
613,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,11958,2.1,FALSE,5.4839151266256,12
614,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,32577,3,TRUE,3.9917864476386,48
615,"Pequeño","Estándar","Veterano","Muy bueno","Pequeño Estándar Muy bueno",1,17447,4.5,FALSE,4.92539356605065,2
616,"Grande","Premium","Experimentado","Excelente","Grande Premium Excelente",5,24086,5,FALSE,1.55783709787817,24
617,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,18586.25,3.1,FALSE,7.79466119096509,48
618,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",7,35170.8571428571,1.8,FALSE,4.27104722792608,24
619,"Grande","Estándar","Veterano","Muy bueno","Grande Estándar Muy bueno",5,19720.6,4.5,FALSE,4.08761122518823,2
620,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,3,FALSE,7.54004106776181,4
621,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,20875.6666666667,2.6,TRUE,3.44695414099932,12
622,"Mediano","Lujo","Veterano","Muy bueno","Mediano Lujo Muy bueno",2,37575,4.5,TRUE,4.53388090349076,8
623,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,22095.5,2.7,FALSE,7.25530458590007,1
624,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,1.2,FALSE,8.02464065708419,24
625,"Mediano","Económico","Veterano","Muy bueno","Mediano Económico Muy bueno",2,9509,4.4,FALSE,5.46201232032854,1
626,"Grande","Económico","Experimentado","Muy bueno","Grande Económico Muy bueno",4,8522.75,4.2,TRUE,1.927446954141,4
627,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,29748.6666666667,2.4,FALSE,4.41889117043121,4
628,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,31792.5,3.2,FALSE,4.67077344284736,48
629,"Mediano","Lujo","Veterano","Bueno","Mediano Lujo Bueno",2,41998,3.6,FALSE,6.17932922655715,4
630,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,11139,3.1,FALSE,6.8829568788501,2
631,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.4,TRUE,7.80561259411362,1
632,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,13195,1.3,TRUE,1.7138945927447,12
633,"Grande","Estándar","Experimentado","Básico","Grande Estándar Básico",4,18405.75,2.1,FALSE,1.53319644079398,4
634,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,23522,2.4,FALSE,5.28405201916496,12
635,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,44714,1.3,FALSE,4.04654346338125,12
636,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",2,33178.5,3.8,TRUE,1.94661190965092,1
637,"Muy grande","Premium","Experimentado","Básico","Muy grande Premium Básico",6,34192.8333333333,2.7,FALSE,1.46748802190281,8
638,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,10012.5,2,FALSE,4.55852156057495,1
639,"Mediano","Premium","Experimentado","Excelente","Mediano Premium Excelente",2,24096,4.7,FALSE,2.63107460643395,4
640,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",2,25435,1.1,FALSE,2.75427789185489,48
641,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,31977.5,2.3,FALSE,7.3264887063655,2
642,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,33535.4,1.6,FALSE,2.92128678986995,4
643,"Grande","Lujo","Novato","Bueno","Grande Lujo Bueno",4,46581.5,4,FALSE,0.955509924709103,4
644,"Grande","Lujo","Veterano","Excelente","Grande Lujo Excelente",5,47750.8,4.7,FALSE,3.26078028747433,4
645,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",3,22595,4.1,FALSE,7.40041067761807,12
646,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",2,23011,3.7,FALSE,2.39288158795346,2
647,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.2,FALSE,5.85352498288843,2
648,"Grande","Premium","Experimentado","Excelente","Grande Premium Excelente",5,28949.2,4.6,FALSE,2.54893908281999,8
649,"Muy grande","Lujo","Experimentado","Básico","Muy grande Lujo Básico",NA,NA,2.9,FALSE,1.29500342231348,4
650,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,27118.75,2,TRUE,1.96851471594798,12
651,"Grande","Premium","Novato","Básico","Grande Premium Básico",4,29360.75,1.9,FALSE,0.435318275154004,2
652,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,30082,2,FALSE,6.57084188911704,1
653,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",3,23452.6666666667,3.2,TRUE,1.44284736481862,48
654,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,20725.75,1.9,FALSE,3.61943874058864,4
655,"Pequeño","Estándar","Veterano","Básico","Pequeño Estándar Básico",1,19798,2.9,FALSE,4.19712525667351,24
656,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",8,24182.875,3.4,TRUE,7.4880219028063,2
657,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,23302.2,2.8,FALSE,8.12320328542094,48
658,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,34754.2,1.6,FALSE,6.99794661190965,48
659,"Muy grande","Estándar","Veterano","Básico","Muy grande Estándar Básico",6,18454.1666666667,1.7,FALSE,8.12594113620808,8
660,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,26299.25,2.3,TRUE,4.23271731690623,12
661,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",2,15413,1.8,TRUE,1.68104038329911,1
662,"Mediano","Lujo","Experimentado","Bueno","Mediano Lujo Bueno",2,46682,3.2,FALSE,2.78713210130048,4
663,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,29225.6666666667,3.9,FALSE,5.24845995893224,8
664,"Pequeño","Estándar","Veterano","Bueno","Pequeño Estándar Bueno",1,11193,3.3,FALSE,6.63655030800821,4
665,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,27315.5,2.5,FALSE,4.93086926762491,2
666,"Mediano","Lujo","Experimentado","Básico","Mediano Lujo Básico",2,47236.5,1.5,FALSE,1.10609171800137,2
667,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,16965.5,3.7,FALSE,4.2217659137577,12
668,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,24810,4.9,FALSE,5.4072553045859,48
669,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,31630.75,2.3,FALSE,1.1854893908282,48
670,"Mediano","Lujo","Veterano","Excelente","Mediano Lujo Excelente",2,36654,4.9,TRUE,6.83915126625599,12
671,"Pequeño","Económico","Novato","Básico","Pequeño Económico Básico",1,5026,2.9,FALSE,0.824093086926763,12
672,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,23377.3333333333,2.6,FALSE,5.4757015742642,4
673,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,34739,3.5,FALSE,5.31964407939767,8
674,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,20241.5,3.9,FALSE,3.22518822724162,8
675,"Pequeño","Estándar","Experimentado","Excelente","Pequeño Estándar Excelente",1,11047,4.7,FALSE,1.54688569472964,4
676,"Grande","Estándar","Experimentado","Básico","Grande Estándar Básico",5,13996.8,1.5,FALSE,2.56810403832991,8
677,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,10522.5,1.9,FALSE,3.33196440793977,48
678,"Pequeño","Estándar","Veterano","Excelente","Pequeño Estándar Excelente",1,15789,4.7,FALSE,4.24093086926762,8
679,"Mediano","Estándar","Veterano","Excelente","Mediano Estándar Excelente",3,11184.6666666667,4.8,FALSE,7.80835044490075,1
680,"Pequeño","Estándar","Experimentado","Bueno","Pequeño Estándar Bueno",1,12184,3.5,FALSE,2.99794661190965,2
681,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",3,13676,3.3,FALSE,6.76522929500342,2
682,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",4,28252.5,3.1,FALSE,2.23134839151266,48
683,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,24814,1.8,FALSE,5.05133470225873,1
684,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,19296.25,1.4,FALSE,3.06639288158795,2
685,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",2,22665,4.1,TRUE,6.25325119780972,4
686,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",2,8072,3,FALSE,5.59342915811088,24
687,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",3,30495,3.6,FALSE,2.51334702258727,2
688,"Mediano","Premium","Experimentado","Excelente","Mediano Premium Excelente",2,31477,4.9,TRUE,1.2539356605065,4
689,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,30191.6666666667,1.1,FALSE,3.58110882956879,2
690,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",3,25294.6666666667,4.6,FALSE,5.03490759753593,1
691,"Mediano","Lujo","Experimentado","Básico","Mediano Lujo Básico",2,36031,3,FALSE,2.56536618754278,24
