"id_alquila","sexo","edad","provincia_nacimiento","cantidad_alquileres","calificacion_media","fecha_registro","nivel_verificacion","idiomas_hablados","preferencia_ubicacion"
2225,"Femenino",57,"Córdoba",19,3.5,2019-08-12,"Básico","Español,Inglés","Entre Ríos"
2226,"Femenino",62,"CABA",8,3.8,2024-09-13,"Básico","Español","La Rioja"
2227,"Masculino",62,"La Rioja",30,2.9,2020-11-01,"Intermedio","Español,Inglés","Jujuy"
2228,"Masculino",58,"Buenos Aires",11,1.6,2024-09-25,"Completo","Español,Portugués","Entre Ríos"
2229,"Masculino",44,"CABA",46,3.5,2019-01-03,"Intermedio","Español,Inglés","Tucumán"
2230,"Femenino",47,"Mendoza",24,2.4,2019-11-25,"Completo","Español,Portugués","Mendoza"
2231,"Femenino",33,"La Pampa",36,2.2,2024-11-28,"Completo","Español,Inglés","Santa Cruz"
2232,"Femenino",24,"Catamarca",26,2.4,2022-11-11,"Básico","Español,Inglés,Portugués","Neuquén"
2233,"Masculino",26,"Río Negro",44,1.2,2023-02-24,"Básico","Español,Inglés,Portugués","Tucumán"
2234,"Femenino",47,"Corrientes",43,3.8,2020-08-11,"Completo","Español,Portugués","Salta"
2235,"Masculino",47,"La Pampa",3,4.3,2021-09-11,"Intermedio","Español,Inglés,Portugués","Catamarca"
2236,"Masculino",18,"Río Negro",49,1.3,2024-12-02,"Intermedio","Español,Inglés","Santiago del Estero"
2237,"Femenino",45,"Santa Cruz",48,3.2,2023-01-16,"Básico","Español,Portugués","Buenos Aires"
2238,"Femenino",68,"CABA",36,3.2,2021-12-29,"Básico","Español,Inglés","Buenos Aires"
2239,"Masculino",30,"Catamarca",6,2.9,2022-09-01,"Básico","Español,Inglés","San Juan"
2240,"Femenino",64,"Neuquén",47,3.1,2020-01-19,"Completo","Español,Portugués","Neuquén"
2241,"Femenino",32,"Río Negro",41,1.6,2020-11-04,"Completo","Español,Portugués","La Rioja"
2242,"Femenino",37,"Entre Ríos",39,2.8,2021-03-31,"Intermedio","Español,Inglés,Portugués","Corrientes"
2243,"Masculino",63,"Misiones",35,1.8,2022-10-30,"Intermedio","Español,Inglés","Buenos Aires"
2244,"Masculino",32,"Formosa",42,1.3,2020-11-15,"Intermedio","Español,Inglés,Portugués","La Rioja"
2245,"Masculino",31,"Tierra del Fuego",44,1.6,2024-10-22,"Básico","Español,Inglés,Portugués","San Luis"
2246,"Masculino",19,"San Juan",20,3.6,2021-03-16,"Completo","Español,Inglés","Santa Fe"
2247,"Femenino",35,"Jujuy",46,2.9,2021-07-05,"Intermedio","Español,Inglés","Santa Cruz"
2248,"Femenino",36,"Salta",27,3.4,2022-04-13,"Intermedio","Español","Santa Cruz"
2249,"Femenino",65,"La Pampa",26,3.6,2019-06-16,"Intermedio","Español,Inglés","Mendoza"
2250,"Masculino",32,"Tucumán",10,3.2,2023-02-03,"Completo","Español,Inglés,Portugués","Formosa"
2251,"Masculino",40,"Misiones",36,1.4,2019-07-15,"Básico","Español,Inglés","Santa Fe"
2252,"Femenino",20,"La Pampa",39,3.8,2019-07-31,"Básico","Español","Santa Cruz"
2253,"Masculino",21,"Jujuy",44,2.6,2020-09-04,"Básico","Español,Inglés,Portugués","La Rioja"
2254,"Masculino",65,"La Rioja",34,3.4,2021-10-08,"Básico","Español,Portugués","Catamarca"
2255,"Masculino",58,"Jujuy",42,1.6,2020-10-20,"Completo","Español","La Rioja"
2256,"Femenino",31,"La Rioja",7,3.9,2023-04-24,"Básico","Español,Portugués","Córdoba"
2257,"Masculino",19,"San Juan",2,3.9,2024-11-03,"Básico","Español,Inglés,Portugués","Catamarca"
2258,"Femenino",45,"Formosa",36,2.1,2024-06-09,"Intermedio","Español,Inglés,Portugués","Santa Fe"
2259,"Femenino",43,"Santa Fe",31,3.7,2022-06-06,"Intermedio","Español,Inglés,Portugués","Mendoza"
2260,"Masculino",41,"Entre Ríos",10,2.2,2020-05-06,"Intermedio","Español","Neuquén"
2261,"Femenino",21,"Formosa",27,1.7,2019-03-31,"Intermedio","Español,Inglés,Portugués","Neuquén"
2262,"Masculino",64,"Misiones",13,2.7,2019-03-26,"Intermedio","Español","Tierra del Fuego"
2263,"Femenino",29,"Buenos Aires",0,1.4,2024-05-23,"Básico","Español,Inglés","San Luis"
2264,"Masculino",55,"Salta",48,3.2,2022-10-04,"Intermedio","Español,Portugués","Catamarca"
2265,"Femenino",29,"Córdoba",20,1.6,2020-12-10,"Intermedio","Español,Portugués","La Rioja"
2266,"Femenino",33,"San Luis",45,4,2023-03-14,"Intermedio","Español,Inglés","San Luis"
2267,"Femenino",52,"Córdoba",7,1.4,2022-11-13,"Intermedio","Español,Inglés,Portugués","Buenos Aires"
2268,"Femenino",32,"Chaco",32,4.8,2021-06-24,"Intermedio","Español,Inglés,Portugués","La Pampa"
2269,"Femenino",33,"Formosa",38,3,2020-09-18,"Completo","Español,Portugués","La Rioja"
2270,"Femenino",40,"Corrientes",1,2.3,2019-08-21,"Completo","Español,Inglés,Portugués","Entre Ríos"
2271,"Femenino",31,"Misiones",26,1.9,2023-03-03,"Intermedio","Español","Buenos Aires"
2272,"Masculino",19,"La Rioja",0,3.9,2019-06-22,"Intermedio","Español,Inglés","Salta"
2273,"Femenino",46,"Chubut",25,1.2,2021-11-06,"Intermedio","Español,Portugués","Mendoza"
2274,"Masculino",66,"La Rioja",22,2.5,2019-12-18,"Intermedio","Español,Inglés,Portugués","Río Negro"
2275,"Femenino",51,"Santiago del Estero",18,2,2020-07-02,"Intermedio","Español,Inglés,Portugués","Salta"
2276,"Femenino",28,"Río Negro",20,3.2,2024-11-12,"Intermedio","Español,Inglés,Portugués","Neuquén"
2277,"Masculino",54,"Chubut",12,3.4,2020-04-05,"Completo","Español","Tucumán"
2278,"Femenino",52,"Entre Ríos",8,3.4,2023-05-19,"Básico","Español,Portugués","Santa Cruz"
2279,"Femenino",68,"Misiones",22,2.2,2020-09-17,"Básico","Español,Inglés","La Pampa"
2280,"Masculino",59,"Tierra del Fuego",25,3.4,2023-06-18,"Básico","Español,Inglés,Portugués","La Pampa"
2281,"Femenino",20,"Tucumán",45,4.4,2022-04-13,"Intermedio","Español,Portugués","Tucumán"
2282,"Masculino",28,"Catamarca",23,2.1,2023-11-26,"Intermedio","Español,Inglés,Portugués","Santiago del Estero"
2283,"Masculino",59,"Neuquén",23,4.7,2024-06-03,"Completo","Español,Inglés","Corrientes"
2284,"Masculino",65,"Corrientes",0,2.8,2019-07-08,"Intermedio","Español","La Pampa"
2285,"Femenino",69,"Buenos Aires",31,2.7,2024-06-04,"Intermedio","Español,Inglés,Portugués","Santa Fe"
2286,"Femenino",55,"Salta",11,2.8,2024-06-13,"Completo","Español,Portugués","Santa Fe"
2287,"Masculino",27,"Buenos Aires",48,3.2,2021-01-09,"Completo","Español,Inglés","San Juan"
2288,"Femenino",26,"La Rioja",47,2.3,2020-01-17,"Intermedio","Español,Inglés,Portugués","Corrientes"
2289,"Femenino",48,"La Pampa",43,4.3,2021-04-25,"Básico","Español","La Rioja"
2290,"Femenino",50,"Corrientes",44,4.1,2024-12-22,"Intermedio","Español","Santa Fe"
2291,"Femenino",19,"Jujuy",17,1.8,2024-09-01,"Básico","Español,Inglés,Portugués","Entre Ríos"
2292,"Masculino",57,"La Pampa",45,3.3,2023-08-30,"Intermedio","Español","San Luis"
2293,"Femenino",32,"Chaco",11,1.2,2022-08-30,"Completo","Español,Inglés,Portugués","Santa Fe"
2294,"Masculino",57,"Formosa",4,4.5,2021-07-27,"Completo","Español","Río Negro"
2295,"Femenino",62,"Tucumán",21,4.6,2024-08-27,"Completo","Español,Portugués","Corrientes"
2296,"Masculino",44,"Santa Fe",24,1.8,2021-04-05,"Básico","Español,Inglés,Portugués","Buenos Aires"
2297,"Femenino",54,"Corrientes",6,1,2020-08-04,"Completo","Español,Inglés,Portugués","Corrientes"
2298,"Masculino",60,"Salta",28,3.5,2019-11-01,"Intermedio","Español","Jujuy"
2299,"Masculino",67,"La Pampa",31,1.7,2024-11-09,"Básico","Español","Santiago del Estero"
2300,"Femenino",32,"Santiago del Estero",24,1.9,2023-03-03,"Completo","Español,Portugués","Entre Ríos"
2301,"Masculino",56,"Córdoba",9,3.9,2019-04-06,"Básico","Español,Portugués","Jujuy"
2302,"Femenino",67,"Corrientes",20,4.1,2019-06-05,"Intermedio","Español,Portugués","Entre Ríos"
2303,"Masculino",57,"Buenos Aires",16,2.4,2021-05-23,"Intermedio","Español,Portugués","Tucumán"
2304,"Femenino",62,"Tierra del Fuego",41,4,2019-11-17,"Completo","Español,Inglés","Río Negro"
2305,"Masculino",23,"Tierra del Fuego",0,3.9,2019-06-04,"Básico","Español,Inglés,Portugués","Salta"
2306,"Femenino",25,"Mendoza",33,4,2022-02-11,"Intermedio","Español","Río Negro"
2307,"Femenino",67,"Tucumán",22,4.9,2019-06-03,"Básico","Español,Inglés,Portugués","La Rioja"
2308,"Masculino",41,"Chaco",31,3.1,2022-09-02,"Completo","Español","Formosa"
2309,"Femenino",65,"Santa Fe",26,4.6,2019-08-03,"Básico","Español,Inglés","Río Negro"
2310,"Masculino",64,"La Rioja",5,4.4,2022-07-01,"Básico","Español,Inglés","Mendoza"
2311,"Femenino",48,"Salta",29,2.7,2024-05-05,"Completo","Español,Inglés,Portugués","Misiones"
2312,"Masculino",28,"Santiago del Estero",41,3,2022-02-24,"Básico","Español,Inglés,Portugués","Jujuy"
2313,"Femenino",35,"CABA",43,2.3,2022-11-09,"Intermedio","Español,Inglés","CABA"
2314,"Femenino",60,"Corrientes",23,2.2,2022-02-08,"Básico","Español,Inglés","Salta"
2315,"Femenino",40,"Buenos Aires",18,4.2,2020-01-20,"Básico","Español","San Juan"
2316,"Masculino",33,"CABA",33,2.9,2023-01-09,"Completo","Español,Inglés,Portugués","Formosa"
2317,"Femenino",60,"Misiones",9,4.4,2019-11-02,"Básico","Español","La Rioja"
2318,"Masculino",62,"Tucumán",37,1.4,2023-12-23,"Completo","Español,Portugués","La Rioja"
2319,"Femenino",52,"San Luis",46,1.9,2023-04-10,"Básico","Español","Misiones"
2320,"Femenino",20,"Tucumán",42,1.9,2023-09-16,"Completo","Español,Inglés,Portugués","Salta"
2321,"Femenino",39,"Tucumán",12,2.7,2020-10-02,"Intermedio","Español,Inglés","Río Negro"
2322,"Masculino",48,"Santa Fe",40,4.3,2019-07-16,"Básico","Español","Salta"
2323,"Femenino",55,"Jujuy",28,1.4,2023-06-04,"Intermedio","Español,Inglés","Misiones"
2324,"Femenino",31,"Santa Cruz",35,4,2024-06-30,"Intermedio","Español,Inglés,Portugués","La Rioja"
2325,"Femenino",64,"Jujuy",17,1.7,2020-06-19,"Intermedio","Español,Portugués","Río Negro"
2326,"Femenino",62,"Misiones",7,3.5,2023-10-10,"Intermedio","Español,Portugués","Entre Ríos"
2327,"Masculino",36,"Catamarca",33,3.7,2022-09-10,"Básico","Español,Portugués","Catamarca"
2328,"Femenino",59,"La Rioja",3,1.1,2022-03-28,"Básico","Español","Santa Cruz"
2329,"Masculino",40,"Córdoba",31,4.8,2024-12-16,"Básico","Español,Inglés","Misiones"
2330,"Femenino",57,"Misiones",6,2.3,2021-10-14,"Completo","Español,Inglés,Portugués","Santiago del Estero"
2331,"Femenino",61,"San Juan",16,1.5,2022-11-02,"Intermedio","Español,Inglés","Chubut"
2332,"Masculino",33,"Santa Cruz",31,3.6,2024-03-11,"Intermedio","Español","Santiago del Estero"
2333,"Femenino",22,"Corrientes",28,2.6,2020-05-31,"Completo","Español,Inglés","Misiones"
2334,"Masculino",67,"San Luis",18,3.9,2023-09-21,"Intermedio","Español,Inglés","Buenos Aires"
2335,"Femenino",62,"Catamarca",22,4.9,2020-04-06,"Completo","Español,Portugués","Neuquén"
2336,"Femenino",53,"Catamarca",34,4.2,2023-11-16,"Completo","Español,Portugués","Jujuy"
2337,"Masculino",46,"Chaco",27,1.8,2024-08-14,"Intermedio","Español,Portugués","La Rioja"
2338,"Masculino",61,"Neuquén",8,1.2,2024-04-07,"Básico","Español,Inglés,Portugués","Chubut"
2339,"Masculino",20,"Neuquén",36,4.7,2022-02-17,"Intermedio","Español,Inglés","Santiago del Estero"
2340,"Femenino",29,"Entre Ríos",0,4.1,2023-04-27,"Básico","Español","Formosa"
2341,"Masculino",49,"San Luis",0,4.1,2019-08-14,"Básico","Español","Santiago del Estero"
2342,"Femenino",38,"Tucumán",13,4.3,2019-08-19,"Básico","Español","Córdoba"
2343,"Masculino",58,"San Luis",30,4.1,2023-06-04,"Básico","Español","Chubut"
2344,"Femenino",57,"Mendoza",21,3.2,2021-08-08,"Completo","Español,Inglés","La Pampa"
2345,"Masculino",65,"San Luis",37,4.7,2019-04-10,"Completo","Español,Inglés","Santa Cruz"
2346,"Femenino",45,"Corrientes",2,2,2020-07-03,"Básico","Español,Portugués","Tierra del Fuego"
2347,"Masculino",44,"Misiones",30,1.5,2020-03-10,"Completo","Español,Inglés,Portugués","Catamarca"
2348,"Femenino",43,"Misiones",40,1.7,2021-07-19,"Completo","Español,Inglés","Entre Ríos"
2349,"Masculino",52,"San Luis",0,2.7,2020-06-24,"Completo","Español,Inglés,Portugués","Santiago del Estero"
2350,"Femenino",60,"Córdoba",24,4.2,2024-07-17,"Básico","Español,Inglés,Portugués","Neuquén"
2351,"Femenino",63,"Santa Cruz",48,2.9,2023-09-09,"Básico","Español,Inglés","La Pampa"
2352,"Masculino",28,"Tierra del Fuego",9,1.4,2019-07-23,"Básico","Español,Portugués","Misiones"
2353,"Femenino",54,"Tierra del Fuego",8,1.6,2023-05-17,"Completo","Español,Inglés,Portugués","Santa Cruz"
2354,"Masculino",28,"Tucumán",24,2.9,2019-11-17,"Intermedio","Español,Inglés,Portugués","Jujuy"
2355,"Masculino",38,"Santa Cruz",47,1.7,2022-05-26,"Completo","Español","Formosa"
2356,"Femenino",61,"Corrientes",37,1.6,2023-08-28,"Intermedio","Español","Jujuy"
2357,"Femenino",32,"Córdoba",28,4.4,2022-07-30,"Básico","Español,Inglés,Portugués","Chubut"
2358,"Masculino",19,"Mendoza",10,4,2024-08-31,"Básico","Español,Inglés","Santa Fe"
2359,"Masculino",52,"Chaco",46,3.1,2024-05-09,"Básico","Español,Inglés","Catamarca"
2360,"Femenino",41,"Buenos Aires",39,4.2,2023-03-08,"Intermedio","Español,Inglés,Portugués","San Juan"
2361,"Masculino",64,"Santa Cruz",23,3.1,2019-04-20,"Completo","Español,Inglés,Portugués","La Rioja"
2362,"Masculino",53,"Santa Cruz",33,1.9,2020-06-10,"Intermedio","Español,Portugués","La Pampa"
2363,"Masculino",46,"San Luis",3,1.7,2022-07-10,"Completo","Español","Salta"
2364,"Masculino",19,"Chaco",37,4.2,2021-05-06,"Básico","Español,Inglés","Catamarca"
2365,"Masculino",61,"CABA",21,4.7,2023-03-01,"Básico","Español,Portugués","Chubut"
2366,"Femenino",38,"Jujuy",50,1.3,2019-05-11,"Intermedio","Español,Inglés","Tucumán"
2367,"Femenino",46,"Río Negro",5,2.8,2020-02-29,"Completo","Español,Inglés","Santiago del Estero"
2368,"Masculino",59,"Jujuy",36,4.8,2023-06-05,"Completo","Español","Jujuy"
2369,"Femenino",49,"San Luis",23,3,2020-04-28,"Intermedio","Español,Inglés","Río Negro"
2370,"Femenino",24,"Río Negro",25,2.9,2023-11-27,"Completo","Español,Inglés,Portugués","Salta"
2371,"Femenino",18,"Misiones",46,2.4,2024-05-18,"Básico","Español,Inglés","Catamarca"
2372,"Femenino",55,"CABA",50,1.7,2023-02-13,"Básico","Español,Portugués","Salta"
2373,"Masculino",55,"Jujuy",28,3.7,2024-01-01,"Intermedio","Español,Inglés","Misiones"
2374,"Masculino",61,"Tierra del Fuego",21,4.1,2020-06-07,"Intermedio","Español","Córdoba"
2375,"Femenino",67,"Córdoba",34,3.6,2023-06-21,"Básico","Español,Portugués","Córdoba"
2376,"Masculino",59,"Neuquén",44,3.6,2020-06-02,"Completo","Español,Inglés","Tucumán"
2377,"Masculino",37,"Córdoba",15,4.6,2023-10-09,"Intermedio","Español,Portugués","San Luis"
2378,"Masculino",59,"Misiones",46,1.1,2023-09-22,"Básico","Español,Inglés,Portugués","Misiones"
2379,"Femenino",33,"Santa Fe",12,2.6,2023-05-08,"Completo","Español,Inglés","Córdoba"
2380,"Femenino",52,"Salta",46,3.9,2023-01-15,"Completo","Español,Inglés","Jujuy"
2381,"Femenino",44,"La Pampa",1,3.5,2019-11-29,"Completo","Español","Santa Cruz"
2382,"Masculino",32,"Mendoza",0,3.2,2024-06-26,"Intermedio","Español,Inglés,Portugués","Neuquén"
2383,"Femenino",44,"Córdoba",19,1.5,2024-11-22,"Básico","Español,Portugués","Misiones"
2384,"Masculino",58,"Catamarca",50,2.1,2023-09-25,"Básico","Español,Portugués","Chubut"
2385,"Femenino",63,"Tucumán",12,4.4,2019-08-25,"Básico","Español","Neuquén"
2386,"Femenino",56,"Mendoza",47,4.6,2020-03-25,"Básico","Español","Tucumán"
2387,"Masculino",27,"Tucumán",11,2.4,2024-09-10,"Completo","Español,Inglés,Portugués","Mendoza"
2388,"Masculino",65,"Río Negro",15,3.6,2021-11-01,"Intermedio","Español,Inglés","Jujuy"
2389,"Masculino",18,"San Luis",46,4.8,2023-06-13,"Completo","Español,Portugués","Tierra del Fuego"
2390,"Femenino",25,"Santa Cruz",24,4,2022-08-22,"Intermedio","Español,Portugués","CABA"
2391,"Masculino",52,"Catamarca",2,4.7,2022-07-22,"Intermedio","Español","La Pampa"
2392,"Masculino",61,"Neuquén",5,1.1,2024-03-23,"Intermedio","Español","Santa Cruz"
2393,"Masculino",57,"Santiago del Estero",21,1.4,2020-08-29,"Básico","Español,Portugués","Córdoba"
2394,"Masculino",68,"San Luis",4,1.9,2024-10-21,"Intermedio","Español,Inglés,Portugués","Jujuy"
2395,"Masculino",66,"Santiago del Estero",39,3,2022-12-04,"Básico","Español","Misiones"
2396,"Femenino",39,"Santa Fe",31,4.3,2019-10-02,"Intermedio","Español,Inglés,Portugués","Corrientes"
2397,"Masculino",26,"Tierra del Fuego",42,1.2,2023-03-03,"Completo","Español,Inglés","Río Negro"
2398,"Femenino",40,"Misiones",5,2,2021-01-10,"Intermedio","Español,Portugués","Santiago del Estero"
2399,"Masculino",69,"Chaco",38,4.4,2019-12-16,"Completo","Español","Mendoza"
2400,"Masculino",23,"Santiago del Estero",21,1.3,2022-05-14,"Intermedio","Español","Santiago del Estero"
2401,"Masculino",53,"Córdoba",11,4.4,2023-12-09,"Básico","Español,Portugués","San Juan"
2402,"Femenino",63,"Salta",23,1.6,2024-02-17,"Básico","Español,Inglés,Portugués","Salta"
2403,"Masculino",70,"Chaco",13,2.7,2024-09-12,"Completo","Español,Inglés,Portugués","Neuquén"
2404,"Masculino",33,"Misiones",49,2.2,2021-10-07,"Básico","Español,Portugués","CABA"
2405,"Femenino",39,"Salta",19,2.2,2020-02-27,"Básico","Español,Inglés,Portugués","Chubut"
2406,"Masculino",41,"Tucumán",46,2.4,2020-03-06,"Completo","Español,Inglés,Portugués","La Pampa"
2407,"Masculino",51,"Misiones",45,4.1,2019-12-21,"Intermedio","Español,Portugués","La Rioja"
2408,"Femenino",34,"Misiones",24,4.6,2021-03-10,"Intermedio","Español,Inglés","Formosa"
2409,"Femenino",22,"Entre Ríos",42,2.8,2022-05-30,"Completo","Español,Inglés","San Juan"
2410,"Masculino",34,"Neuquén",9,2,2020-08-02,"Básico","Español,Inglés,Portugués","Formosa"
2411,"Masculino",54,"La Rioja",10,1.4,2022-06-12,"Completo","Español,Portugués","Santa Fe"
2412,"Masculino",53,"San Juan",38,3.3,2022-05-18,"Intermedio","Español,Inglés","Neuquén"
2413,"Masculino",47,"San Juan",7,3.7,2021-06-12,"Intermedio","Español","Mendoza"
2414,"Femenino",62,"CABA",1,3.6,2022-01-22,"Completo","Español","Tucumán"
2415,"Masculino",50,"Buenos Aires",29,4.1,2023-08-11,"Completo","Español,Inglés,Portugués","La Pampa"
2416,"Femenino",33,"San Luis",8,4.4,2021-09-11,"Básico","Español,Inglés","La Rioja"
2417,"Masculino",30,"Tucumán",6,3.6,2021-10-02,"Completo","Español,Inglés","Chubut"
2418,"Masculino",60,"CABA",16,1.9,2021-09-05,"Intermedio","Español","Tucumán"
2419,"Masculino",36,"San Luis",39,4.4,2023-10-01,"Básico","Español,Inglés,Portugués","La Pampa"
2420,"Masculino",68,"Neuquén",4,3.7,2024-09-02,"Intermedio","Español,Inglés,Portugués","Chaco"
2421,"Femenino",60,"Catamarca",10,4,2022-01-30,"Intermedio","Español,Portugués","Misiones"
2422,"Femenino",38,"Río Negro",24,4.7,2020-09-29,"Básico","Español,Portugués","Misiones"
2423,"Femenino",49,"Formosa",27,2.8,2021-03-07,"Intermedio","Español,Inglés,Portugués","San Luis"
2424,"Masculino",27,"Misiones",50,3.2,2024-09-27,"Completo","Español,Inglés","San Luis"
2425,"Masculino",65,"Catamarca",36,2.8,2019-06-28,"Básico","Español,Inglés,Portugués","Neuquén"
2426,"Masculino",53,"Tierra del Fuego",23,3.1,2024-04-17,"Completo","Español,Portugués","Buenos Aires"
2427,"Femenino",47,"Catamarca",19,2.4,2021-02-28,"Básico","Español,Inglés,Portugués","Salta"
2428,"Femenino",51,"CABA",19,3.1,2019-06-22,"Intermedio","Español,Inglés","Santa Fe"
2429,"Femenino",64,"Río Negro",21,2.8,2021-11-08,"Intermedio","Español,Inglés","Mendoza"
2430,"Femenino",34,"CABA",23,4.9,2020-10-15,"Básico","Español,Portugués","Río Negro"
2431,"Femenino",58,"Jujuy",45,4.2,2024-04-22,"Básico","Español,Inglés","San Luis"
2432,"Femenino",57,"Catamarca",46,3.5,2020-02-06,"Completo","Español","Mendoza"
2433,"Masculino",65,"Santiago del Estero",20,3.3,2020-09-27,"Básico","Español,Inglés,Portugués","Tierra del Fuego"
2434,"Masculino",65,"Santa Fe",21,3.9,2021-07-07,"Intermedio","Español,Portugués","Chaco"
2435,"Femenino",70,"Chaco",37,4.4,2022-08-19,"Intermedio","Español,Inglés,Portugués","Salta"
2436,"Femenino",21,"Tierra del Fuego",48,1.3,2020-12-08,"Intermedio","Español,Inglés,Portugués","Salta"
2437,"Femenino",32,"Tucumán",30,3.7,2021-02-19,"Completo","Español,Inglés,Portugués","Salta"
2438,"Femenino",51,"Tucumán",46,4.4,2021-09-16,"Intermedio","Español","La Pampa"
2439,"Masculino",69,"Tucumán",7,4.9,2022-12-16,"Intermedio","Español,Portugués","San Luis"
2440,"Femenino",33,"Chubut",26,3.2,2024-09-25,"Básico","Español,Inglés,Portugués","Formosa"
2441,"Femenino",63,"Tierra del Fuego",33,3.9,2024-03-22,"Básico","Español,Inglés","Tierra del Fuego"
2442,"Femenino",50,"Río Negro",33,4,2024-04-02,"Intermedio","Español,Inglés","Catamarca"
2443,"Femenino",36,"Formosa",33,4.8,2022-06-24,"Básico","Español","Tucumán"
2444,"Masculino",64,"Catamarca",14,4.9,2021-09-12,"Intermedio","Español,Inglés","Río Negro"
2445,"Femenino",60,"Buenos Aires",42,2.9,2021-01-05,"Intermedio","Español,Inglés","Tucumán"
2446,"Masculino",52,"San Luis",27,1.9,2020-09-27,"Básico","Español,Inglés,Portugués","Formosa"
2447,"Femenino",20,"Chubut",44,1.6,2023-05-11,"Intermedio","Español,Inglés","Salta"
2448,"Masculino",21,"Tucumán",9,3.8,2023-06-08,"Intermedio","Español,Inglés","Catamarca"
2449,"Masculino",62,"Santa Cruz",37,3.1,2020-12-27,"Completo","Español","Neuquén"
2450,"Femenino",39,"Corrientes",22,3.9,2019-05-01,"Completo","Español,Inglés","Formosa"
2451,"Masculino",55,"Catamarca",29,3.7,2019-12-23,"Básico","Español,Inglés","Misiones"
2452,"Femenino",57,"Córdoba",18,3.1,2023-02-24,"Básico","Español,Portugués","Río Negro"
2453,"Masculino",21,"Córdoba",31,4.4,2019-01-09,"Básico","Español","CABA"
2454,"Femenino",50,"Santa Fe",29,3.4,2019-04-01,"Básico","Español,Inglés,Portugués","Santa Cruz"
2455,"Femenino",55,"Buenos Aires",32,2.9,2020-01-16,"Intermedio","Español,Inglés,Portugués","Santa Cruz"
2456,"Femenino",60,"Río Negro",47,4.5,2022-03-25,"Básico","Español,Inglés,Portugués","Misiones"
2457,"Masculino",63,"San Luis",6,1.9,2023-06-22,"Completo","Español,Inglés,Portugués","Santiago del Estero"
2458,"Masculino",67,"Buenos Aires",45,3.7,2022-01-14,"Básico","Español,Inglés","Tierra del Fuego"
2459,"Masculino",41,"San Juan",43,2.7,2020-06-09,"Intermedio","Español","Córdoba"
2460,"Masculino",27,"Chubut",47,1.8,2019-09-29,"Completo","Español,Inglés","Mendoza"
2461,"Femenino",59,"Entre Ríos",21,2.3,2020-09-15,"Completo","Español","Tierra del Fuego"
2462,"Femenino",26,"Tucumán",11,4.1,2019-10-22,"Intermedio","Español,Portugués","Mendoza"
2463,"Femenino",30,"Santiago del Estero",39,3.8,2021-06-02,"Completo","Español,Portugués","Formosa"
2464,"Masculino",31,"Santa Cruz",1,1.6,2019-09-08,"Básico","Español","Río Negro"
2465,"Femenino",47,"Corrientes",27,2.6,2022-07-07,"Completo","Español,Inglés","La Pampa"
2466,"Femenino",35,"Mendoza",5,4.5,2024-06-06,"Básico","Español","La Pampa"
2467,"Masculino",21,"Tucumán",37,1.2,2019-06-19,"Intermedio","Español,Portugués","La Pampa"
2468,"Masculino",20,"Córdoba",33,2.4,2024-01-07,"Intermedio","Español","Tierra del Fuego"
2469,"Femenino",32,"Formosa",22,1.2,2023-12-27,"Completo","Español,Portugués","Río Negro"
2470,"Femenino",37,"Santa Cruz",49,1.7,2023-11-09,"Intermedio","Español,Portugués","Tucumán"
2471,"Masculino",22,"Santiago del Estero",17,2.4,2024-10-12,"Básico","Español,Portugués","Corrientes"
2472,"Masculino",34,"Santiago del Estero",12,2.4,2021-03-22,"Intermedio","Español,Inglés,Portugués","Tierra del Fuego"
2473,"Masculino",33,"Formosa",23,3.6,2022-06-21,"Intermedio","Español","La Rioja"
2474,"Masculino",27,"La Pampa",39,2.3,2021-07-08,"Completo","Español,Inglés","San Juan"
2475,"Femenino",49,"La Pampa",38,3.2,2019-10-02,"Completo","Español","Santiago del Estero"
2476,"Masculino",47,"CABA",18,3.2,2021-12-19,"Básico","Español","Mendoza"
2477,"Femenino",31,"Río Negro",41,3.7,2020-12-05,"Básico","Español,Inglés,Portugués","Santiago del Estero"
2478,"Masculino",42,"Jujuy",13,4.9,2022-11-23,"Básico","Español,Inglés","Chaco"
2479,"Masculino",67,"La Rioja",23,1.6,2022-03-02,"Intermedio","Español","Formosa"
2480,"Masculino",52,"Tucumán",2,4.3,2021-06-23,"Básico","Español,Portugués","Neuquén"
2481,"Masculino",50,"Buenos Aires",44,4.8,2024-11-18,"Completo","Español,Portugués","La Pampa"
2482,"Femenino",34,"Tierra del Fuego",21,1,2020-12-02,"Completo","Español","Tierra del Fuego"
2483,"Femenino",36,"CABA",25,4.9,2021-09-03,"Completo","Español","CABA"
2484,"Masculino",32,"San Luis",29,3.6,2023-04-14,"Completo","Español,Inglés,Portugués","Córdoba"
2485,"Masculino",65,"Formosa",29,3.6,2023-08-21,"Intermedio","Español","La Pampa"
2486,"Masculino",31,"Tierra del Fuego",49,3.4,2023-11-24,"Completo","Español","CABA"
2487,"Femenino",50,"Jujuy",46,3.4,2021-11-10,"Completo","Español,Inglés","CABA"
2488,"Masculino",56,"La Pampa",42,1.9,2021-06-15,"Intermedio","Español","San Juan"
2489,"Femenino",57,"Córdoba",28,3.4,2023-03-08,"Completo","Español,Inglés,Portugués","Formosa"
2490,"Femenino",41,"La Rioja",36,5,2019-05-28,"Intermedio","Español,Portugués","Santa Cruz"
