"id_transaccion","id_alquila","id_arrendatario","id_casa","fecha_transaccion","origen_reserva"
57476,3120,619,1771,2024-01-22,"Sitio Web"
57477,852,378,15,2023-02-18,"App Móvil"
57478,1680,775,2052,2024-07-03,"Sitio Web"
57479,3241,154,2493,2023-07-30,"Teléfono"
57480,3770,860,2510,2023-04-18,"App Móvil"
57481,3886,895,2036,2023-08-21,"Sitio Web"
57482,2578,767,2700,2023-12-20,"Agencia"
57483,520,178,2874,2023-07-27,"App Móvil"
57484,1186,541,301,2024-02-09,"Sitio Web"
57485,1503,901,131,2024-01-20,"App Móvil"
57486,4258,270,1923,2023-09-20,"Sitio Web"
57487,4994,895,2210,2024-06-03,"Sitio Web"
57488,3545,887,929,2024-06-05,"Teléfono"
57489,1113,466,1725,2024-02-06,"App Móvil"
57490,1263,130,1634,2023-12-05,"App Móvil"
57491,1281,275,221,2023-09-25,"App Móvil"
57492,1190,325,816,2024-08-01,"Sitio Web"
57493,3838,201,1015,2023-12-23,"App Móvil"
57494,2119,936,1516,2024-07-13,"Sitio Web"
57495,1651,798,2514,2023-05-24,"App Móvil"
57496,2840,620,2112,2023-09-21,"Agencia"
57497,3104,628,2623,2023-03-30,"Teléfono"
57498,2093,577,104,2024-05-24,"Sitio Web"
57499,2953,383,2163,2024-05-12,"Sitio Web"
57500,1972,908,1911,2023-06-21,"Sitio Web"
57501,4337,933,795,2024-01-26,"Teléfono"
57502,3790,217,1311,2023-12-17,"Sitio Web"
57503,3011,607,2721,2023-06-14,"App Móvil"
57504,2756,888,220,2023-10-25,"Sitio Web"
57505,2151,162,675,2024-11-25,"Sitio Web"
57506,3380,842,95,2024-11-15,"App Móvil"
57507,954,629,2899,2024-02-26,"App Móvil"
57508,3293,429,2763,2024-11-22,"Agencia"
57509,608,745,1892,2024-11-05,"App Móvil"
57510,591,952,807,2023-04-24,"App Móvil"
57511,606,872,2732,2024-09-21,"App Móvil"
57512,1066,405,534,2023-10-10,"Sitio Web"
57513,1756,630,1019,2023-11-23,"Sitio Web"
57514,2012,918,1188,2023-10-24,"App Móvil"
57515,965,422,869,2023-09-03,"App Móvil"
57516,2858,326,279,2024-02-26,"App Móvil"
57517,1621,54,876,2024-12-13,"Teléfono"
57518,1100,236,294,2023-06-06,"Sitio Web"
57519,1037,894,855,2024-07-12,"Sitio Web"
57520,4925,280,1079,2024-05-02,"Teléfono"
57521,711,211,1265,2023-04-25,"Teléfono"
57522,4240,645,566,2024-09-17,"Teléfono"
57523,1852,101,1800,2024-02-17,"App Móvil"
57524,2271,441,724,2023-07-10,"App Móvil"
57525,3142,130,792,2023-11-29,"App Móvil"
57526,1479,488,917,2024-08-01,"App Móvil"
57527,365,652,1422,2024-04-03,"Sitio Web"
57528,1142,312,379,2024-12-20,"App Móvil"
57529,1285,730,1243,2023-10-17,"App Móvil"
57530,4375,972,2836,2023-01-17,"Sitio Web"
57531,2205,489,2544,2024-06-11,"App Móvil"
57532,4417,141,658,2024-07-12,"Sitio Web"
57533,1664,398,889,2023-11-30,"Sitio Web"
57534,1246,833,2530,2024-05-15,"Teléfono"
57535,366,748,2900,2024-02-06,"Teléfono"
57536,3841,78,2060,2023-11-09,"App Móvil"
57537,1028,795,1556,2024-04-04,"App Móvil"
57538,3972,724,1739,2023-07-29,"Sitio Web"
57539,2019,981,2334,2023-07-23,"Sitio Web"
57540,3318,69,1772,2023-07-23,"Teléfono"
57541,3623,931,1333,2024-07-20,"App Móvil"
57542,1734,724,2832,2023-04-23,"Teléfono"
57543,4564,70,285,2023-10-31,"App Móvil"
57544,2531,870,2491,2024-09-10,"App Móvil"
57545,2448,952,2180,2023-07-01,"Sitio Web"
57546,2022,594,1169,2024-05-07,"Sitio Web"
57547,4882,299,859,2023-06-02,"Sitio Web"
57548,4293,286,893,2024-07-26,"Sitio Web"
57549,3081,129,334,2024-03-11,"Agencia"
57550,2470,888,220,2024-05-21,"App Móvil"
57551,326,80,232,2023-09-21,"App Móvil"
57552,1768,281,247,2023-10-17,"App Móvil"
57553,777,67,508,2023-12-04,"Sitio Web"
57554,4821,203,1095,2024-09-04,"App Móvil"
57555,347,304,553,2023-10-27,"App Móvil"
57556,4973,262,1288,2024-11-30,"Sitio Web"
57557,307,923,636,2023-12-09,"App Móvil"
57558,3603,325,816,2024-12-28,"Sitio Web"
57559,2472,771,1163,2024-03-15,"App Móvil"
57560,254,79,214,2024-07-16,"Sitio Web"
57561,1399,555,1987,2024-11-13,"Sitio Web"
57562,4031,107,953,2024-07-05,"App Móvil"
57563,2913,804,2227,2024-10-11,"Sitio Web"
57564,3323,723,2438,2024-09-25,"App Móvil"
57565,4149,120,161,2024-01-30,"Sitio Web"
57566,742,259,1441,2023-07-21,"Sitio Web"
57567,355,534,1942,2024-08-02,"Teléfono"
57568,4453,738,1481,2023-08-05,"App Móvil"
57569,3924,336,719,2023-10-23,"Teléfono"
57570,4409,34,2809,2024-05-25,"Sitio Web"
57571,459,427,2814,2024-05-08,"Sitio Web"
57572,149,288,106,2023-10-06,"Agencia"
57573,4060,295,1358,2023-04-03,"Sitio Web"
57574,3082,441,724,2023-07-15,"App Móvil"
57575,2007,160,1434,2023-09-14,"Sitio Web"
57576,2202,770,734,2024-01-19,"App Móvil"
57577,4796,583,2743,2023-06-12,"Sitio Web"
57578,2903,836,914,2023-07-17,"App Móvil"
57579,3115,896,1206,2023-10-29,"Sitio Web"
57580,4308,797,2339,2024-04-11,"Teléfono"
57581,235,383,2000,2023-09-25,"Sitio Web"
57582,3057,502,1232,2024-11-11,"App Móvil"
57583,4425,995,1921,2024-03-23,"App Móvil"
57584,628,93,1946,2023-05-19,"App Móvil"
57585,1584,751,245,2024-05-12,"App Móvil"
57586,3494,286,1021,2023-11-22,"App Móvil"
57587,2802,253,1834,2023-09-21,"Teléfono"
57588,2371,938,1002,2024-08-10,"Sitio Web"
57589,1177,336,863,2023-10-24,"App Móvil"
57590,4626,675,1657,2023-12-14,"Sitio Web"
57591,3084,732,1076,2023-02-21,"App Móvil"
57592,306,555,1987,2024-11-18,"Sitio Web"
57593,4013,560,1814,2023-02-07,"Agencia"
57594,1676,160,1198,2023-06-18,"Teléfono"
57595,649,478,2714,2023-03-21,"Sitio Web"
57596,3511,879,1389,2024-02-25,"App Móvil"
57597,4562,919,2909,2023-08-01,"Agencia"
57598,4348,249,2796,2023-08-28,"App Móvil"
57599,1692,5,730,2024-04-10,"App Móvil"
57600,3646,55,383,2023-11-24,"Sitio Web"
57601,663,178,2876,2023-08-16,"App Móvil"
57602,1557,192,2395,2023-12-20,"App Móvil"
57603,367,735,701,2024-06-17,"Sitio Web"
57604,2241,619,1771,2023-03-19,"Teléfono"
57605,1187,208,129,2023-11-08,"Teléfono"
57606,1864,926,1261,2023-05-21,"App Móvil"
57607,3861,823,839,2024-04-24,"App Móvil"
57608,1297,335,2685,2023-10-28,"App Móvil"
57609,3849,561,103,2024-02-23,"App Móvil"
57610,1748,544,2578,2023-10-29,"App Móvil"
57611,2137,185,207,2023-02-01,"App Móvil"
57612,619,270,832,2024-08-23,"App Móvil"
57613,1115,511,2084,2023-12-05,"App Móvil"
57614,1232,565,1799,2024-03-05,"App Móvil"
57615,92,205,1848,2024-02-23,"App Móvil"
57616,32,445,2344,2024-03-21,"Teléfono"
57617,1631,368,463,2024-04-11,"Agencia"
57618,3378,485,1057,2024-12-10,"App Móvil"
57619,3845,88,1001,2023-10-30,"Sitio Web"
57620,3696,483,1562,2023-11-26,"App Móvil"
57621,126,319,1558,2023-01-03,"Teléfono"
57622,3720,117,2804,2023-09-15,"App Móvil"
57623,310,958,142,2023-12-02,"Teléfono"
57624,1774,142,2990,2024-05-14,"App Móvil"
57625,4164,335,2685,2024-08-16,"Sitio Web"
57626,4030,131,2298,2024-08-17,"Sitio Web"
57627,3106,472,443,2023-06-30,"Teléfono"
57628,2838,681,2287,2024-11-23,"Teléfono"
57629,4886,643,676,2024-07-12,"Teléfono"
57630,3559,215,1720,2024-11-02,"Sitio Web"
57631,2220,974,670,2023-08-26,"App Móvil"
57632,1681,445,745,2024-10-07,"Teléfono"
57633,876,848,2581,2024-06-30,"Sitio Web"
57634,1037,775,1211,2024-03-12,"App Móvil"
57635,340,102,203,2023-01-04,"App Móvil"
57636,1312,76,2042,2023-03-10,"Sitio Web"
57637,2418,636,567,2024-10-16,"Sitio Web"
57638,2122,422,869,2024-07-10,"Sitio Web"
57639,4657,120,2907,2024-08-28,"Sitio Web"
57640,301,330,1937,2024-06-01,"App Móvil"
57641,27,80,2556,2024-05-10,"Agencia"
57642,3162,192,2575,2023-08-18,"Sitio Web"
57643,187,78,2060,2023-09-27,"App Móvil"
57644,2860,765,1276,2023-02-24,"App Móvil"
57645,646,839,1765,2023-07-08,"App Móvil"
57646,975,138,1966,2023-10-11,"App Móvil"
57647,2055,133,1361,2024-07-07,"Teléfono"
57648,1597,107,953,2024-10-02,"Sitio Web"
57649,178,585,1973,2024-09-25,"App Móvil"
57650,3817,464,71,2024-03-26,"Sitio Web"
57651,2934,995,359,2023-01-05,"Sitio Web"
57652,511,225,2279,2023-10-22,"Sitio Web"
57653,661,332,1048,2023-07-28,"Sitio Web"
57654,1268,396,350,2023-08-12,"App Móvil"
57655,1820,355,1464,2024-01-16,"Agencia"
57656,3140,639,852,2023-05-15,"App Móvil"
57657,1841,902,2429,2024-01-18,"Sitio Web"
57658,3343,134,2025,2024-06-25,"Agencia"
57659,2617,413,2708,2024-08-26,"Sitio Web"
57660,4954,466,1299,2023-01-31,"Sitio Web"
57661,305,678,1753,2023-04-11,"App Móvil"
57662,4784,16,1310,2024-06-18,"App Móvil"
57663,3670,455,1722,2024-02-11,"Agencia"
57664,2527,104,1594,2023-11-28,"Sitio Web"
57665,541,894,2561,2024-10-16,"Teléfono"
57666,4142,609,2942,2024-07-17,"Sitio Web"
57667,4643,952,807,2024-01-30,"Sitio Web"
57668,2055,788,2975,2023-10-26,"Sitio Web"
57669,1516,373,2327,2024-06-07,"App Móvil"
57670,4534,3,140,2023-01-02,"Sitio Web"
57671,4125,512,668,2024-12-12,"Sitio Web"
57672,255,620,410,2023-10-27,"App Móvil"
57673,3389,707,1187,2023-02-20,"App Móvil"
57674,3352,775,2494,2023-05-20,"Sitio Web"
57675,1302,982,1663,2023-11-05,"Teléfono"
57676,3923,351,1567,2024-08-09,"Teléfono"
57677,2907,775,2052,2023-06-18,"Sitio Web"
57678,1132,626,1833,2024-11-29,"Sitio Web"
57679,388,199,2626,2024-11-13,"Sitio Web"
57680,3907,171,564,2023-06-18,"App Móvil"
57681,2868,302,399,2024-07-31,"Sitio Web"
57682,3937,665,672,2024-02-17,"Sitio Web"
57683,4519,933,696,2023-12-24,"App Móvil"
57684,2154,491,2977,2023-07-09,"Sitio Web"
57685,4640,130,1634,2023-07-02,"Sitio Web"
57686,4926,796,1204,2023-01-16,"Sitio Web"
57687,123,833,335,2024-01-21,"App Móvil"
57688,4185,972,1203,2023-12-30,"App Móvil"
57689,2651,940,85,2024-03-01,"App Móvil"
57690,2360,509,981,2024-09-11,"App Móvil"
57691,2499,762,2866,2024-03-20,"App Móvil"
57692,106,380,2947,2023-07-29,"App Móvil"
57693,2879,874,2283,2023-11-01,"Sitio Web"
57694,983,630,2781,2024-01-19,"App Móvil"
57695,1871,877,1779,2024-06-05,"App Móvil"
57696,370,733,414,2024-11-08,"App Móvil"
57697,2235,342,1747,2024-01-22,"Sitio Web"
57698,4657,441,1931,2024-06-19,"Agencia"
57699,2791,332,1364,2024-06-12,"App Móvil"
57700,1826,648,1924,2024-01-03,"App Móvil"
57701,2689,636,864,2023-08-29,"Teléfono"
57702,4224,906,2037,2023-11-03,"App Móvil"
57703,2345,878,1405,2023-04-24,"App Móvil"
57704,1807,743,99,2024-02-22,"Sitio Web"
57705,2913,189,1560,2023-06-09,"Sitio Web"
57706,4791,709,1956,2023-12-24,"Sitio Web"
57707,1952,933,2176,2024-10-26,"Sitio Web"
57708,1494,134,2440,2023-10-27,"Sitio Web"
57709,2256,547,662,2024-03-13,"App Móvil"
57710,4833,25,899,2024-02-20,"Sitio Web"
57711,2426,165,683,2024-01-10,"App Móvil"
57712,4697,844,2536,2023-09-06,"Teléfono"
57713,2763,979,2843,2024-12-14,"Sitio Web"
57714,889,514,722,2023-09-06,"Agencia"
57715,2091,117,2804,2023-06-14,"App Móvil"
57716,3947,46,2792,2024-09-18,"Sitio Web"
57717,4449,924,212,2023-09-05,"Sitio Web"
57718,376,902,1819,2023-12-21,"Sitio Web"
57719,1946,5,1161,2023-12-18,"App Móvil"
57720,896,456,446,2023-10-05,"Sitio Web"
57721,720,468,1566,2023-11-15,"Agencia"
57722,4242,993,1874,2024-03-26,"Sitio Web"
57723,2714,234,2142,2023-01-21,"App Móvil"
57724,4925,201,146,2024-09-07,"App Móvil"
57725,4983,362,2263,2024-10-10,"Sitio Web"
57726,3954,766,1648,2023-04-11,"App Móvil"
57727,2504,591,1957,2024-05-24,"App Móvil"
57728,2846,120,1777,2023-05-07,"Sitio Web"
57729,1855,970,1549,2023-10-10,"App Móvil"
57730,1459,412,2315,2023-08-09,"App Móvil"
57731,3804,446,2483,2024-05-31,"Teléfono"
57732,3274,559,2945,2023-10-04,"App Móvil"
57733,4422,744,1947,2024-04-19,"Sitio Web"
57734,1739,778,2567,2024-05-04,"App Móvil"
57735,3561,767,1487,2023-02-11,"Sitio Web"
57736,3654,681,275,2023-04-27,"Agencia"
57737,934,97,718,2023-10-10,"Sitio Web"
57738,222,641,2239,2024-03-13,"Sitio Web"
57739,965,650,1335,2023-11-03,"App Móvil"
57740,816,221,1574,2023-09-16,"App Móvil"
57741,4373,619,1300,2024-03-19,"App Móvil"
57742,1279,980,2646,2024-04-29,"Sitio Web"
57743,4073,165,1586,2023-02-04,"App Móvil"
57744,4299,874,2731,2024-09-05,"Sitio Web"
57745,4279,443,2426,2024-02-28,"Sitio Web"
57746,3155,222,2516,2023-06-26,"Agencia"
57747,3961,269,956,2024-12-24,"App Móvil"
57748,2020,428,1945,2024-07-11,"App Móvil"
57749,2173,153,2103,2024-04-13,"App Móvil"
57750,1763,900,231,2024-04-28,"App Móvil"
57751,3038,269,1760,2024-05-03,"App Móvil"
57752,2617,271,1830,2023-06-25,"App Móvil"
57753,1542,714,2367,2023-11-10,"Sitio Web"
57754,2670,306,1449,2024-03-01,"Sitio Web"
57755,2050,993,2345,2024-07-31,"App Móvil"
57756,1561,164,1044,2023-08-09,"Sitio Web"
57757,3143,309,1283,2024-08-27,"App Móvil"
57758,806,176,78,2024-04-23,"App Móvil"
57759,2057,958,142,2023-08-18,"Agencia"
57760,1229,616,2234,2024-12-01,"App Móvil"
57761,579,702,2509,2023-08-10,"Teléfono"
57762,3821,962,2394,2023-10-15,"App Móvil"
57763,4152,342,1820,2023-10-25,"Sitio Web"
57764,16,553,2647,2024-12-27,"Teléfono"
57765,3075,61,2455,2023-10-15,"Sitio Web"
57766,2686,28,621,2023-03-04,"App Móvil"
57767,1747,750,2854,2024-06-03,"Sitio Web"
57768,3359,93,1946,2023-04-20,"Sitio Web"
57769,3606,271,1100,2024-01-12,"Teléfono"
57770,3407,970,1549,2023-08-24,"Sitio Web"
57771,3111,100,995,2024-08-17,"Sitio Web"
57772,1610,216,898,2023-12-09,"App Móvil"
57773,4220,854,2911,2023-10-16,"Sitio Web"
57774,4117,939,2101,2024-08-20,"Sitio Web"
57775,4377,602,2416,2023-10-07,"Sitio Web"
57776,2767,53,2326,2024-04-06,"Sitio Web"
57777,4678,832,1028,2024-06-07,"App Móvil"
57778,1518,355,1464,2024-08-19,"Teléfono"
57779,4868,390,2790,2024-04-11,"Sitio Web"
57780,4226,199,454,2024-04-18,"Teléfono"
57781,419,307,1953,2023-06-25,"App Móvil"
57782,2359,480,1412,2024-05-26,"Sitio Web"
57783,1518,583,1770,2023-09-13,"App Móvil"
57784,2491,501,2063,2024-11-18,"App Móvil"
57785,1687,628,1939,2024-10-20,"Sitio Web"
57786,790,296,1981,2024-10-05,"Sitio Web"
57787,983,151,729,2024-03-05,"App Móvil"
57788,1903,254,1498,2024-12-03,"Agencia"
57789,2242,606,791,2024-12-05,"App Móvil"
57790,353,234,2142,2024-03-08,"App Móvil"
57791,2628,33,2631,2024-03-27,"App Móvil"
57792,749,368,1295,2024-07-31,"App Móvil"
57793,3493,775,1629,2023-07-26,"App Móvil"
57794,1740,28,2846,2024-10-24,"App Móvil"
57795,4176,924,212,2023-06-03,"Sitio Web"
57796,2297,174,634,2023-08-31,"Sitio Web"
57797,1904,278,2987,2024-01-03,"App Móvil"
57798,115,296,1981,2023-02-01,"App Móvil"
57799,2198,3,140,2024-06-21,"App Móvil"
57800,4503,445,2344,2023-02-21,"App Móvil"
57801,2939,336,1813,2024-09-21,"App Móvil"
57802,1197,84,1658,2023-12-30,"Sitio Web"
57803,153,671,2830,2023-10-29,"Sitio Web"
57804,4820,651,1294,2023-02-02,"Sitio Web"
57805,2003,435,2388,2024-05-21,"Sitio Web"
57806,4478,50,614,2023-11-10,"Teléfono"
57807,2850,954,1451,2023-10-01,"Sitio Web"
57808,3680,90,29,2023-09-05,"Sitio Web"
57809,3737,74,2710,2024-04-09,"Teléfono"
57810,1462,429,2412,2023-06-28,"Sitio Web"
57811,1330,380,2947,2024-07-11,"App Móvil"
57812,4296,230,271,2024-06-25,"Agencia"
57813,2045,539,1941,2023-02-25,"Sitio Web"
57814,1816,432,257,2023-06-15,"App Móvil"
57815,2398,500,2898,2023-07-01,"App Móvil"
57816,1772,960,1373,2023-11-15,"App Móvil"
57817,3188,217,1878,2024-04-26,"App Móvil"
57818,4856,940,1751,2023-12-15,"Sitio Web"
57819,4800,216,2158,2024-09-30,"Sitio Web"
57820,4240,399,177,2024-03-16,"Sitio Web"
57821,36,385,172,2024-05-16,"Sitio Web"
57822,1931,920,1509,2023-02-21,"App Móvil"
57823,456,537,699,2024-10-14,"Sitio Web"
57824,3956,672,57,2024-03-31,"Teléfono"
57825,2707,864,1622,2023-12-22,"Sitio Web"
57826,1436,273,138,2023-10-30,"App Móvil"
57827,915,831,2183,2024-02-25,"App Móvil"
57828,3997,10,2844,2023-03-13,"Sitio Web"
57829,1416,478,1429,2024-06-22,"Sitio Web"
57830,1001,209,1996,2024-03-16,"Sitio Web"
57831,2904,275,56,2023-01-10,"Teléfono"
57832,2872,131,2298,2024-07-29,"Sitio Web"
57833,2878,615,2109,2023-06-02,"Teléfono"
57834,886,859,1525,2024-04-18,"App Móvil"
57835,3588,672,1252,2023-01-11,"App Móvil"
57836,4576,180,649,2023-03-09,"Sitio Web"
57837,2031,858,400,2024-07-04,"Sitio Web"
57838,143,230,2974,2024-03-03,"Teléfono"
57839,4028,506,363,2023-09-04,"Agencia"
57840,2672,376,2336,2024-07-20,"Teléfono"
57841,3087,14,1970,2024-01-15,"App Móvil"
57842,1944,279,1816,2024-07-29,"App Móvil"
57843,505,695,1122,2023-10-31,"Sitio Web"
57844,373,872,542,2023-01-08,"Agencia"
57845,20,760,515,2024-03-10,"App Móvil"
57846,4471,304,553,2023-12-17,"App Móvil"
57847,1382,670,2419,2024-08-25,"Agencia"
57848,4048,269,59,2024-05-20,"App Móvil"
57849,4437,364,1376,2024-04-27,"App Móvil"
57850,4608,751,2226,2024-07-29,"Sitio Web"
57851,3318,263,1864,2024-10-28,"Sitio Web"
57852,3524,891,304,2024-04-05,"Teléfono"
57853,2985,25,1060,2023-01-26,"Sitio Web"
57854,540,843,2601,2023-10-12,"App Móvil"
57855,4053,900,346,2024-02-10,"App Móvil"
57856,306,70,677,2024-05-09,"Agencia"
57857,3801,711,1803,2023-11-27,"Sitio Web"
57858,149,702,1898,2023-03-27,"Sitio Web"
57859,3988,70,677,2023-07-08,"App Móvil"
57860,4378,963,162,2023-01-01,"App Móvil"
57861,1672,652,1422,2024-10-25,"App Móvil"
57862,246,105,322,2024-02-10,"App Móvil"
57863,4345,903,1058,2024-08-09,"Sitio Web"
57864,2257,339,2360,2023-02-24,"Sitio Web"
57865,2525,923,2993,2023-07-06,"Sitio Web"
57866,781,813,840,2023-06-29,"Sitio Web"
57867,1803,332,1048,2024-07-16,"App Móvil"
57868,3597,512,1471,2024-07-17,"Sitio Web"
57869,2029,427,618,2023-03-16,"App Móvil"
57870,724,436,1805,2024-01-19,"Sitio Web"
57871,4782,44,2869,2023-10-21,"Sitio Web"
57872,229,313,2046,2023-06-03,"App Móvil"
57873,4406,714,2237,2023-09-07,"Sitio Web"
57874,4316,942,418,2024-08-23,"Sitio Web"
57875,3190,201,1015,2023-01-08,"Sitio Web"
57876,47,237,2933,2024-08-14,"App Móvil"
57877,3665,316,1548,2024-10-18,"Sitio Web"
57878,5,652,2349,2024-05-27,"Sitio Web"
57879,3050,678,1753,2023-12-10,"App Móvil"
57880,928,153,343,2023-09-26,"Agencia"
57881,1496,519,732,2024-06-30,"Teléfono"
57882,347,37,569,2024-04-26,"Agencia"
57883,3632,728,1424,2024-10-18,"App Móvil"
57884,2484,585,1973,2023-02-05,"Sitio Web"
57885,3866,150,823,2024-08-24,"App Móvil"
57886,2575,814,754,2024-06-18,"Sitio Web"
57887,1032,553,2684,2024-10-01,"Sitio Web"
57888,4639,198,273,2024-02-05,"Sitio Web"
57889,1769,262,336,2023-10-27,"Sitio Web"
57890,3702,275,1113,2023-08-25,"Sitio Web"
57891,2589,118,2405,2024-07-26,"App Móvil"
57892,1744,478,2714,2024-10-08,"App Móvil"
57893,4326,864,938,2024-12-16,"App Móvil"
57894,2630,698,462,2024-10-05,"Agencia"
57895,1132,877,1779,2023-05-26,"Sitio Web"
57896,2364,870,30,2023-07-08,"App Móvil"
57897,2022,560,1590,2024-10-19,"App Móvil"
57898,1482,358,1485,2023-09-02,"Sitio Web"
57899,2756,255,498,2023-04-28,"App Móvil"
57900,83,286,1021,2023-12-31,"Teléfono"
57901,442,310,2172,2023-06-23,"Sitio Web"
57902,3537,378,2628,2023-07-23,"App Móvil"
57903,3607,524,2244,2023-01-09,"App Móvil"
57904,1416,118,943,2023-08-23,"App Móvil"
57905,2034,984,2997,2024-02-26,"App Móvil"
57906,763,9,1703,2023-04-11,"Sitio Web"
57907,4239,365,84,2024-06-13,"App Móvil"
57908,1816,99,1158,2024-09-30,"Sitio Web"
57909,3699,213,1391,2024-04-15,"Sitio Web"
57910,2827,504,2607,2024-07-12,"App Móvil"
57911,151,269,59,2023-12-26,"App Móvil"
57912,4942,956,1289,2024-07-16,"Sitio Web"
57913,2457,803,86,2023-03-28,"Sitio Web"
57914,216,313,2046,2023-04-13,"Teléfono"
57915,3820,655,1673,2024-01-23,"App Móvil"
57916,4349,351,2048,2023-02-17,"Sitio Web"
57917,1091,989,68,2024-12-09,"App Móvil"
57918,643,75,2433,2024-01-09,"Sitio Web"
57919,2386,857,487,2023-12-07,"App Móvil"
57920,4375,643,2766,2024-08-05,"App Móvil"
57921,4698,133,2889,2024-12-07,"Sitio Web"
57922,3810,752,1541,2023-03-17,"App Móvil"
57923,809,299,1631,2023-03-12,"Sitio Web"
57924,1834,120,1777,2024-03-02,"App Móvil"
57925,4256,724,2633,2023-04-13,"Sitio Web"
57926,4333,777,639,2024-02-10,"Sitio Web"
57927,1455,141,658,2024-11-02,"Sitio Web"
57928,3255,969,1603,2023-02-15,"App Móvil"
57929,2771,620,2112,2023-01-28,"App Móvil"
57930,424,717,2642,2023-10-04,"Teléfono"
57931,4715,595,2946,2024-03-02,"Sitio Web"
57932,4025,308,1346,2024-02-02,"Teléfono"
57933,4887,885,2926,2023-08-13,"App Móvil"
57934,782,491,159,2023-03-30,"App Móvil"
57935,4941,683,1285,2023-11-22,"App Móvil"
57936,459,177,655,2024-01-07,"Sitio Web"
57937,1143,702,1898,2024-10-08,"App Móvil"
57938,4879,470,1218,2024-07-29,"App Móvil"
57939,2994,929,1403,2024-04-03,"Teléfono"
57940,182,342,2319,2024-04-28,"Sitio Web"
57941,428,307,1155,2024-10-07,"Sitio Web"
57942,124,757,2295,2024-08-05,"Sitio Web"
57943,2217,269,956,2024-11-07,"Sitio Web"
57944,1205,263,2802,2024-08-25,"Sitio Web"
57945,4387,324,2689,2023-08-11,"Sitio Web"
57946,1271,226,1466,2024-01-10,"App Móvil"
57947,1182,665,422,2023-03-17,"App Móvil"
57948,3335,425,1492,2023-09-15,"Sitio Web"
57949,4584,199,1213,2024-10-29,"App Móvil"
57950,577,329,75,2024-12-30,"Sitio Web"
57951,489,436,244,2023-04-24,"Sitio Web"
57952,4792,684,2206,2024-09-23,"Sitio Web"
57953,1786,528,790,2023-06-14,"Sitio Web"
57954,822,555,2308,2024-02-26,"Sitio Web"
57955,3411,491,1592,2023-11-30,"Sitio Web"
57956,2909,131,39,2024-05-10,"App Móvil"
57957,2283,867,2680,2023-01-28,"Sitio Web"
57958,4210,589,1400,2023-12-06,"Teléfono"
57959,3989,699,308,2023-02-26,"App Móvil"
57960,3084,955,1274,2023-01-06,"App Móvil"
57961,4132,711,857,2023-03-12,"App Móvil"
57962,4609,58,1221,2023-01-16,"Sitio Web"
57963,4987,902,2429,2023-11-02,"Sitio Web"
57964,3182,294,763,2024-01-04,"App Móvil"
57965,2637,342,1820,2023-10-17,"Teléfono"
57966,1910,668,918,2023-08-20,"Sitio Web"
57967,4844,655,2274,2023-07-30,"App Móvil"
57968,1064,677,173,2023-06-25,"App Móvil"
57969,4156,872,996,2024-05-07,"App Móvil"
57970,4103,852,2588,2024-01-19,"App Móvil"
57971,1334,29,2464,2023-06-09,"App Móvil"
57972,579,2,266,2023-07-07,"App Móvil"
57973,3354,180,2475,2023-09-02,"Sitio Web"
57974,1746,902,2496,2024-04-17,"Sitio Web"
57975,3370,233,580,2023-04-08,"Sitio Web"
57976,595,616,2774,2023-07-10,"App Móvil"
57977,6,87,2278,2024-12-23,"Sitio Web"
57978,845,325,816,2023-07-26,"Sitio Web"
57979,2487,353,1327,2024-10-27,"App Móvil"
57980,4639,423,1727,2024-11-07,"Sitio Web"
57981,1730,614,2217,2023-10-20,"Agencia"
57982,3900,954,2432,2023-11-21,"Sitio Web"
57983,3020,714,2237,2024-04-04,"Sitio Web"
57984,124,322,1275,2023-05-10,"App Móvil"
57985,3151,151,2098,2024-04-12,"Sitio Web"
57986,2261,371,537,2023-06-21,"Teléfono"
57987,3279,556,769,2024-01-24,"Sitio Web"
57988,4701,272,2138,2023-09-28,"App Móvil"
57989,3316,778,2567,2024-08-27,"Sitio Web"
57990,3789,108,2102,2023-03-31,"App Móvil"
57991,1634,178,2207,2024-07-20,"Sitio Web"
57992,674,764,2585,2023-07-07,"App Móvil"
57993,2211,541,1459,2023-03-27,"App Móvil"
57994,4586,724,1517,2023-11-22,"App Móvil"
57995,2493,90,1009,2023-10-10,"App Móvil"
57996,4577,209,219,2023-05-01,"App Móvil"
57997,4436,857,458,2023-08-02,"App Móvil"
57998,4452,530,647,2024-03-30,"App Móvil"
57999,4377,66,1355,2024-12-10,"Agencia"
58000,2647,101,1786,2024-01-15,"Teléfono"
58001,4640,514,74,2024-06-07,"App Móvil"
58002,3347,520,2856,2023-05-25,"Sitio Web"
58003,786,326,504,2023-10-16,"App Móvil"
58004,2136,993,1874,2023-11-16,"App Móvil"
58005,3559,340,1968,2023-03-09,"App Móvil"
58006,2496,243,2681,2023-07-24,"Teléfono"
58007,242,756,1269,2023-09-04,"App Móvil"
58008,4687,963,1883,2023-01-16,"Sitio Web"
58009,4363,331,2292,2023-10-28,"Sitio Web"
58010,1761,230,1468,2024-10-13,"App Móvil"
58011,4310,21,302,2024-09-22,"App Móvil"
58012,4487,847,2209,2023-09-10,"App Móvil"
58013,1811,5,1205,2023-07-21,"Teléfono"
58014,1372,236,294,2023-11-03,"App Móvil"
58015,1602,144,1431,2024-06-30,"Sitio Web"
