"id_transaccion","cantidad_noches","precio_noche","cantidad_personas","fecha_checkin","fecha_checkout","metodo_pago","estado_transaccion","descuento_aplicado","costo_limpieza","costo_servicio","impuestos","calificacion_huesped","calificacion_anfitrion"
41424,12,8033,2,2024-05-12,2024-05-24,"Transferencia bancaria","Completada",29,3266,14459,20243,1,4
41425,5,35984,6,2024-06-16,2024-06-21,"Tarjeta de crédito","En curso",19,4677,26988,37783,NA,NA
41426,2,28456,5,2024-10-13,2024-10-15,"Transferencia bancaria","Pendiente",4,5998,8537,11952,NA,NA
41427,11,67388,2,2023-09-07,2023-09-18,"Efectivo","En curso",27,4800,111190,155666,NA,NA
41428,2,20714,1,2024-12-27,2024-12-29,"Tarjeta de crédito","Completada",0,3225,6214,8700,2,2
41429,14,51976,3,2023-12-08,2023-12-22,"Transferencia bancaria","Completada",29,5337,109150,152809,5,3
41430,8,36106,2,2024-11-14,2024-11-22,"Tarjeta de crédito","Completada",22,5956,43327,60658,4,2
41431,9,23535,1,2023-07-14,2023-07-23,"Tarjeta de crédito","Completada",28,3249,31772,44481,5,4
41432,7,33270,6,2024-02-01,2024-02-08,"Transferencia bancaria","Completada",25,2819,34934,48907,1,1
41433,1,39993,2,2023-08-12,2023-08-13,"Billetera virtual","Cancelada",10,4328,5999,8399,NA,NA
41434,3,5408,3,2024-05-28,2024-05-31,"Transferencia bancaria","Completada",13,7335,2434,3407,2,5
41435,2,9613,6,2023-08-27,2023-08-29,"Tarjeta de crédito","Pendiente",12,3346,2884,4037,NA,NA
41436,14,32039,3,2024-11-02,2024-11-16,"Tarjeta de crédito","Completada",7,5297,67282,94195,5,5
41437,4,29259,2,2024-04-22,2024-04-26,"Tarjeta de crédito","Pendiente",1,2424,17555,24578,NA,NA
41438,5,14740,3,2023-10-08,2023-10-13,"Billetera virtual","Completada",26,3727,11055,15477,2,5
41439,9,10033,2,2025-02-01,2025-02-10,"Transferencia bancaria","Pendiente",21,7011,13545,18962,NA,NA
41440,1,41715,3,2024-03-10,2024-03-11,"Tarjeta de crédito","Completada",22,6127,6257,8760,5,2
41441,5,31103,2,2023-10-21,2023-10-26,"Tarjeta de crédito","Cancelada",9,7367,23327,32658,NA,NA
41442,3,27235,1,2023-07-24,2023-07-27,"Tarjeta de crédito","Completada",15,2437,12256,17158,1,4
41443,4,33826,3,2025-01-02,2025-01-06,"Tarjeta de crédito","Pendiente",17,7058,20296,28414,NA,NA
41444,12,37921,4,2023-12-11,2023-12-23,"Tarjeta de crédito","Completada",8,3437,68258,95561,4,5
41445,13,5663,3,2024-10-18,2024-10-31,"Transferencia bancaria","En curso",17,5611,11043,15460,NA,NA
41446,1,11253,3,2024-07-27,2024-07-28,"Tarjeta de crédito","Pendiente",13,4070,1688,2363,NA,NA
41447,7,8007,6,2025-01-19,2025-01-26,"Transferencia bancaria","Completada",6,6230,8407,11770,2,3
41448,7,12687,3,2023-11-05,2023-11-12,"Tarjeta de crédito","Completada",14,3999,13321,18650,5,4
41449,3,19120,4,2024-09-06,2024-09-09,"Tarjeta de crédito","Completada",21,2044,8604,12046,1,1
41450,6,28015,10,2024-02-23,2024-02-29,"Efectivo","Completada",4,2889,25214,35299,4,2
41451,3,8440,3,2023-10-25,2023-10-28,"Billetera virtual","Completada",30,4630,3798,5317,1,1
41452,3,30619,2,2023-05-05,2023-05-08,"Transferencia bancaria","Completada",22,4969,13779,19290,4,1
41453,9,24495,1,2025-01-06,2025-01-15,"Transferencia bancaria","Completada",11,4499,33068,46296,4,3
41454,9,5602,2,2025-01-05,2025-01-14,"Tarjeta de crédito","Completada",0,7228,7563,10588,5,4
41455,4,33595,3,2024-09-13,2024-09-17,"Tarjeta de crédito","En curso",22,7893,20157,28220,NA,NA
41456,4,18768,5,2024-07-15,2024-07-19,"Tarjeta de crédito","Completada",23,3938,11261,15765,1,4
41457,6,43364,4,2025-03-15,2025-03-21,"Efectivo","Pendiente",6,2204,39028,54639,NA,NA
41458,7,58355,1,2024-06-18,2024-06-25,"Tarjeta de crédito","Completada",12,6222,61273,85782,2,1
41459,12,28018,10,2024-09-06,2024-09-18,"Tarjeta de crédito","Completada",12,3466,50432,70605,1,2
41460,2,23548,3,2023-12-03,2023-12-05,"Tarjeta de crédito","Completada",15,4660,7064,9890,2,3
41461,13,22943,1,2024-01-23,2024-02-05,"Transferencia bancaria","Completada",28,6545,44739,62634,5,3
41462,7,12359,5,2024-08-01,2024-08-08,"Billetera virtual","Completada",3,4917,12977,18168,5,2
41463,13,20618,4,2024-03-02,2024-03-15,"Tarjeta de crédito","En curso",11,2698,40205,56287,NA,NA
41464,3,23642,3,2023-10-12,2023-10-15,"Efectivo","Completada",7,2918,10639,14894,2,4
41465,12,23647,5,2023-05-16,2023-05-28,"Tarjeta de crédito","En curso",6,5080,42565,59590,NA,NA
41466,3,27852,9,2024-04-16,2024-04-19,"Billetera virtual","Completada",4,2851,12533,17547,1,5
41467,11,31419,5,2024-08-18,2024-08-29,"Tarjeta de crédito","Pendiente",9,6290,51841,72578,NA,NA
41468,9,24060,6,2024-05-26,2024-06-04,"Transferencia bancaria","Completada",9,7910,32481,45473,4,2
41469,10,38297,7,2024-11-21,2024-12-01,"Transferencia bancaria","Completada",16,5006,57446,80424,4,2
41470,11,16882,2,2023-11-15,2023-11-26,"Transferencia bancaria","Completada",6,5371,27855,38997,3,2
41471,9,6570,7,2024-05-27,2024-06-05,"Transferencia bancaria","Completada",25,5383,8870,12417,2,2
41472,6,17494,1,2024-04-19,2024-04-25,"Tarjeta de crédito","Completada",1,5237,15745,22042,3,1
41473,8,10533,5,2025-01-08,2025-01-16,"Tarjeta de crédito","Pendiente",4,7811,12640,17695,NA,NA
41474,2,12586,10,2024-01-16,2024-01-18,"Tarjeta de crédito","En curso",6,7048,3776,5286,NA,NA
41475,2,18406,4,2024-09-28,2024-09-30,"Tarjeta de crédito","Completada",2,3558,5522,7731,2,1
41476,4,35969,10,2024-11-06,2024-11-10,"Transferencia bancaria","Completada",12,6314,21581,30214,3,4
41477,11,26776,2,2024-12-04,2024-12-15,"Efectivo","Completada",9,5073,44180,61853,1,5
41478,7,15113,11,2023-11-29,2023-12-06,"Tarjeta de crédito","Completada",27,6772,15869,22216,3,4
41479,4,32611,3,2024-06-30,2024-07-04,"Transferencia bancaria","Completada",22,6744,19567,27393,3,4
41480,11,32617,3,2024-10-13,2024-10-24,"Transferencia bancaria","Completada",6,4468,53818,75345,5,2
41481,1,42851,3,2025-02-02,2025-02-03,"Transferencia bancaria","Completada",4,6690,6428,8999,4,3
41482,13,45122,5,2025-03-05,2025-03-18,"Transferencia bancaria","Completada",20,6238,87988,123183,5,4
41483,2,24545,8,2024-12-31,2025-01-02,"Tarjeta de crédito","Completada",0,6379,7364,10309,3,4
41484,5,57205,2,2024-05-07,2024-05-12,"Transferencia bancaria","Completada",28,6861,42904,60065,3,4
41485,12,18261,1,2024-02-27,2024-03-10,"Tarjeta de crédito","Completada",14,2696,32870,46018,2,5
41486,7,26478,5,2023-11-11,2023-11-18,"Efectivo","Completada",16,5240,27802,38923,5,5
41487,7,5076,4,2025-01-06,2025-01-13,"Tarjeta de crédito","Completada",11,7538,5330,7462,5,4
41488,13,5902,2,2023-05-19,2023-06-01,"Transferencia bancaria","Completada",1,2495,11509,16112,5,5
41489,10,39784,3,2024-01-15,2024-01-25,"Efectivo","Completada",16,3599,59676,83546,3,4
41490,3,33031,1,2024-11-03,2024-11-06,"Tarjeta de crédito","Completada",26,3966,14864,20810,1,5
41491,1,27649,11,2024-05-27,2024-05-28,"Tarjeta de crédito","Completada",20,5987,4147,5806,4,4
41492,5,18748,8,2023-06-21,2023-06-26,"Efectivo","Completada",0,3343,14061,19685,2,2
41493,6,6753,2,2024-06-16,2024-06-22,"Tarjeta de crédito","Completada",3,3728,6078,8509,3,1
41494,1,13663,7,2024-08-07,2024-08-08,"Billetera virtual","En curso",25,2731,2049,2869,NA,NA
41495,5,18903,1,2024-09-28,2024-10-03,"Transferencia bancaria","Completada",0,7703,14177,19848,2,4
41496,13,29660,2,2024-04-17,2024-04-30,"Tarjeta de crédito","Cancelada",19,3751,57837,80972,NA,NA
41497,8,33551,2,2024-05-23,2024-05-31,"Billetera virtual","Completada",1,7499,40261,56366,3,4
41498,10,11609,2,2024-02-11,2024-02-21,"Tarjeta de crédito","Completada",27,4288,17414,24379,2,4
41499,6,4736,2,2024-06-06,2024-06-12,"Efectivo","Completada",4,5164,4262,5967,2,5
41500,14,16620,11,2024-03-21,2024-04-04,"Tarjeta de crédito","Completada",11,4630,34902,48863,4,4
41501,5,12659,8,2024-02-05,2024-02-10,"Tarjeta de crédito","Completada",16,7061,9494,13292,3,4
41502,5,11958,2,2023-12-31,2024-01-05,"Tarjeta de crédito","Completada",16,4928,8968,12556,2,3
41503,13,31878,4,2023-05-14,2023-05-27,"Tarjeta de crédito","Completada",14,2309,62162,87027,1,4
41504,1,25091,4,2023-05-24,2023-05-25,"Billetera virtual","Cancelada",8,2427,3764,5269,NA,NA
41505,3,34517,7,2023-05-15,2023-05-18,"Billetera virtual","En curso",15,4470,15533,21746,NA,NA
41506,9,16528,3,2023-03-21,2023-03-30,"Transferencia bancaria","En curso",14,7786,22313,31238,NA,NA
41507,4,62104,2,2024-07-11,2024-07-15,"Transferencia bancaria","Cancelada",13,4479,37262,52167,NA,NA
41508,14,15793,5,2023-06-18,2023-07-02,"Tarjeta de crédito","Completada",30,5508,33165,46431,5,3
41509,8,16804,2,2024-08-22,2024-08-30,"Transferencia bancaria","Completada",13,4368,20165,28231,4,2
41510,13,35550,3,2024-06-13,2024-06-26,"Efectivo","Cancelada",0,4953,69322,97052,NA,NA
41511,6,24703,10,2024-08-14,2024-08-20,"Tarjeta de crédito","Completada",12,5959,22233,31126,4,4
41512,4,36371,2,2024-07-19,2024-07-23,"Transferencia bancaria","Completada",21,3653,21823,30552,3,3
41513,12,19168,6,2024-12-21,2025-01-02,"Transferencia bancaria","Completada",26,7294,34502,48303,1,5
41514,3,43092,1,2023-07-23,2023-07-26,"Tarjeta de crédito","Completada",9,3113,19391,27148,4,3
41515,14,25994,5,2024-03-07,2024-03-21,"Tarjeta de crédito","Completada",9,4530,54587,76422,3,3
41516,14,17519,3,2023-02-15,2023-03-01,"Tarjeta de crédito","Completada",12,4574,36790,51506,2,2
41517,7,4534,9,2024-10-22,2024-10-29,"Efectivo","Pendiente",25,3478,4761,6665,NA,NA
41518,4,32782,2,2024-09-19,2024-09-23,"Tarjeta de crédito","Pendiente",26,2185,19669,27537,NA,NA
41519,3,20467,4,2023-10-30,2023-11-02,"Tarjeta de crédito","Completada",17,2074,9210,12894,3,5
41520,11,11011,5,2023-02-28,2023-03-11,"Tarjeta de crédito","Completada",28,6390,18168,25435,4,2
41521,8,50761,1,2024-12-10,2024-12-18,"Transferencia bancaria","Completada",4,4791,60913,85278,5,5
41522,5,21062,2,2024-09-14,2024-09-19,"Transferencia bancaria","Cancelada",17,6681,15796,22115,NA,NA
41523,3,7185,4,2023-07-03,2023-07-06,"Billetera virtual","Completada",8,7876,3233,4527,5,4
41524,3,4746,7,2024-01-21,2024-01-24,"Transferencia bancaria","Completada",8,2624,2136,2990,5,4
41525,10,12027,1,2024-10-10,2024-10-20,"Transferencia bancaria","Pendiente",6,3458,18040,25257,NA,NA
41526,1,35637,2,2023-05-06,2023-05-07,"Tarjeta de crédito","Completada",27,2138,5346,7484,2,1
41527,4,49121,4,2023-11-19,2023-11-23,"Tarjeta de crédito","Completada",18,5824,29473,41262,1,4
41528,5,67646,2,2023-06-02,2023-06-07,"Tarjeta de crédito","Cancelada",8,7734,50734,71028,NA,NA
41529,4,31091,3,2023-11-04,2023-11-08,"Efectivo","Completada",5,6192,18655,26116,5,4
41530,10,39678,5,2023-04-19,2023-04-29,"Billetera virtual","Completada",18,4720,59517,83324,1,3
41531,13,26489,3,2024-04-01,2024-04-14,"Transferencia bancaria","Completada",1,5720,51654,72315,4,5
41532,6,6061,1,2024-09-17,2024-09-23,"Efectivo","En curso",1,7716,5455,7637,NA,NA
41533,4,66193,2,2023-09-04,2023-09-08,"Tarjeta de crédito","Completada",26,6964,39716,55602,3,4
41534,3,15553,4,2024-02-18,2024-02-21,"Tarjeta de crédito","Pendiente",30,6189,6999,9798,NA,NA
41535,8,9741,1,2024-12-25,2025-01-02,"Billetera virtual","Completada",3,5146,11689,16365,2,2
41536,12,8405,4,2023-05-28,2023-06-09,"Tarjeta de crédito","Completada",12,4236,15129,21181,2,2
41537,2,32457,5,2023-08-07,2023-08-09,"Tarjeta de crédito","Completada",14,3282,9737,13632,1,2
41538,10,7805,5,2024-01-31,2024-02-10,"Tarjeta de crédito","Completada",2,2392,11708,16390,4,1
41539,13,7990,2,2023-03-22,2023-04-04,"Tarjeta de crédito","Completada",10,2254,15580,21813,3,2
41540,5,29275,4,2024-04-13,2024-04-18,"Billetera virtual","Completada",10,5780,21956,30739,5,4
41541,6,69925,5,2023-06-08,2023-06-14,"Tarjeta de crédito","Completada",21,5560,62932,88106,2,4
41542,12,9348,1,2023-03-31,2023-04-12,"Tarjeta de crédito","Cancelada",7,7672,16826,23557,NA,NA
41543,10,14905,1,2023-10-10,2023-10-20,"Efectivo","Completada",11,7599,22358,31300,5,4
41544,10,13163,3,2024-02-19,2024-02-29,"Tarjeta de crédito","Completada",20,5444,19744,27642,5,1
41545,10,9813,1,2024-02-16,2024-02-26,"Billetera virtual","Completada",24,7960,14720,20607,1,3
41546,3,48855,11,2023-03-27,2023-03-30,"Tarjeta de crédito","Completada",7,4407,21985,30779,3,4
41547,1,36352,2,2024-10-09,2024-10-10,"Tarjeta de crédito","Completada",1,6383,5453,7634,3,2
41548,9,31187,4,2024-08-04,2024-08-13,"Transferencia bancaria","Completada",11,5382,42102,58943,1,2
41549,3,19429,4,2025-02-04,2025-02-07,"Transferencia bancaria","Cancelada",21,7898,8743,12240,NA,NA
41550,1,38074,7,2023-04-08,2023-04-09,"Tarjeta de crédito","Completada",18,7354,5711,7996,2,2
41551,6,25771,6,2023-12-05,2023-12-11,"Billetera virtual","Completada",12,3905,23194,32471,5,2
41552,9,55838,4,2024-01-18,2024-01-27,"Tarjeta de crédito","Completada",15,4727,75381,105534,4,5
41553,6,21964,8,2023-08-17,2023-08-23,"Tarjeta de crédito","Cancelada",22,6539,19768,27675,NA,NA
41554,5,11936,2,2024-12-19,2024-12-24,"Billetera virtual","Completada",4,5651,8952,12533,1,1
41555,5,9408,4,2024-01-24,2024-01-29,"Tarjeta de crédito","Completada",13,3599,7056,9878,5,4
41556,5,13309,4,2023-07-23,2023-07-28,"Tarjeta de crédito","Pendiente",15,7826,9982,13974,NA,NA
41557,13,12524,4,2023-08-14,2023-08-27,"Tarjeta de crédito","Completada",2,7883,24422,34191,3,1
41558,13,45662,2,2023-03-08,2023-03-21,"Transferencia bancaria","Completada",12,7611,89041,124657,2,1
41559,5,26781,1,2024-09-09,2024-09-14,"Billetera virtual","Cancelada",8,4747,20086,28120,NA,NA
41560,3,25366,9,2023-05-10,2023-05-13,"Billetera virtual","Pendiente",7,7660,11415,15981,NA,NA
41561,12,4839,11,2024-07-07,2024-07-19,"Tarjeta de crédito","Completada",21,7245,8710,12194,5,4
41562,11,31520,1,2024-11-23,2024-12-04,"Efectivo","Completada",24,4055,52008,72811,4,2
41563,8,14159,4,2024-05-23,2024-05-31,"Tarjeta de crédito","Completada",17,7499,16991,23787,3,1
41564,12,11750,1,2023-02-15,2023-02-27,"Tarjeta de crédito","Completada",14,4834,21150,29610,1,2
41565,8,7732,3,2024-12-01,2024-12-09,"Tarjeta de crédito","Completada",1,7181,9278,12990,4,2
41566,11,29159,3,2023-09-16,2023-09-27,"Tarjeta de crédito","Cancelada",21,6073,48112,67357,NA,NA
41567,3,30895,3,2024-12-12,2024-12-15,"Tarjeta de crédito","Completada",10,7213,13903,19464,1,4
41568,11,30428,5,2024-07-06,2024-07-17,"Tarjeta de crédito","Completada",27,6302,50206,70289,5,3
41569,4,38525,5,2024-07-20,2024-07-24,"Tarjeta de crédito","Completada",6,5652,23115,32361,2,3
41570,12,29866,9,2025-01-03,2025-01-15,"Tarjeta de crédito","Completada",25,6065,53759,75262,3,5
41571,7,37959,3,2023-06-13,2023-06-20,"Tarjeta de crédito","Completada",21,4274,39857,55800,2,5
41572,2,11369,6,2024-07-06,2024-07-08,"Transferencia bancaria","Completada",7,7848,3411,4775,5,3
41573,13,9765,2,2024-10-14,2024-10-27,"Tarjeta de crédito","En curso",19,6370,19042,26658,NA,NA
41574,7,5521,1,2023-09-12,2023-09-19,"Tarjeta de crédito","Pendiente",18,3303,5797,8116,NA,NA
41575,11,34085,9,2024-06-20,2024-07-01,"Efectivo","Completada",0,4961,56240,78736,2,5
41576,10,20132,1,2023-11-21,2023-12-01,"Tarjeta de crédito","Completada",26,3417,30198,42277,3,3
41577,9,16116,2,2024-07-10,2024-07-19,"Transferencia bancaria","Cancelada",10,4888,21757,30459,NA,NA
41578,12,5514,9,2023-08-19,2023-08-31,"Tarjeta de crédito","Completada",19,5082,9925,13895,5,1
41579,13,22176,2,2024-03-19,2024-04-01,"Transferencia bancaria","Completada",17,2650,43243,60540,1,3
41580,12,39462,2,2024-02-18,2024-03-01,"Billetera virtual","Completada",0,6834,71032,99444,5,1
41581,6,46538,3,2024-10-13,2024-10-19,"Transferencia bancaria","Cancelada",0,5430,41884,58638,NA,NA
41582,1,32204,9,2024-09-02,2024-09-03,"Tarjeta de crédito","Completada",10,2350,4831,6763,1,4
41583,4,54931,4,2023-12-16,2023-12-20,"Tarjeta de crédito","Completada",16,7734,32959,46142,1,5
41584,5,13439,1,2025-01-24,2025-01-29,"Transferencia bancaria","Completada",27,6777,10079,14111,5,4
41585,14,49395,5,2023-07-08,2023-07-22,"Tarjeta de crédito","Completada",9,3849,103730,145221,5,5
41586,5,16710,7,2025-01-05,2025-01-10,"Tarjeta de crédito","Completada",6,4391,12532,17546,2,5
41587,14,31111,11,2024-04-08,2024-04-22,"Tarjeta de crédito","En curso",8,5111,65333,91466,NA,NA
41588,4,5960,9,2024-05-09,2024-05-13,"Transferencia bancaria","Completada",19,2640,3576,5006,2,2
41589,7,24670,7,2024-03-09,2024-03-16,"Tarjeta de crédito","Completada",25,5453,25904,36265,4,2
41590,9,15652,3,2023-03-24,2023-04-02,"Transferencia bancaria","En curso",9,4275,21130,29582,NA,NA
41591,2,39171,6,2023-05-12,2023-05-14,"Tarjeta de crédito","Completada",3,6561,11751,16452,3,3
41592,2,19414,1,2025-01-08,2025-01-10,"Tarjeta de crédito","Completada",9,6613,5824,8154,2,3
41593,11,42869,1,2023-03-15,2023-03-26,"Tarjeta de crédito","Completada",28,2741,70734,99027,4,4
41594,6,63923,7,2024-05-22,2024-05-28,"Transferencia bancaria","Completada",11,7202,57531,80543,3,4
41595,5,24266,2,2024-03-03,2024-03-08,"Tarjeta de crédito","En curso",15,6104,18200,25479,NA,NA
41596,11,15407,7,2024-02-25,2024-03-07,"Transferencia bancaria","Completada",15,7331,25422,35590,4,1
41597,10,13498,2,2024-02-04,2024-02-14,"Billetera virtual","En curso",6,5157,20247,28346,NA,NA
41598,7,6967,3,2024-07-12,2024-07-19,"Transferencia bancaria","Completada",16,3612,7315,10241,3,3
41599,12,28296,6,2023-08-06,2023-08-18,"Tarjeta de crédito","Completada",11,7395,50933,71306,3,2
41600,12,42840,8,2023-12-20,2024-01-01,"Billetera virtual","Completada",9,2738,77112,107957,2,1
41601,1,20449,9,2025-02-07,2025-02-08,"Tarjeta de crédito","Pendiente",8,3755,3067,4294,NA,NA
41602,7,61253,1,2023-05-07,2023-05-14,"Tarjeta de crédito","Completada",7,7158,64316,90042,2,4
41603,8,39797,3,2024-04-10,2024-04-18,"Tarjeta de crédito","Completada",17,7046,47756,66859,3,4
41604,12,7467,7,2023-08-12,2023-08-24,"Transferencia bancaria","Completada",8,5129,13441,18817,2,5
41605,8,11132,2,2024-07-02,2024-07-10,"Transferencia bancaria","Pendiente",5,2209,13358,18702,NA,NA
41606,6,22277,7,2024-11-23,2024-11-29,"Tarjeta de crédito","En curso",24,3207,20049,28069,NA,NA
41607,7,25374,8,2023-10-09,2023-10-16,"Tarjeta de crédito","Completada",28,3581,26643,37300,4,2
41608,4,28919,2,2024-02-05,2024-02-09,"Tarjeta de crédito","Completada",9,6273,17351,24292,5,2
41609,1,51064,3,2023-10-26,2023-10-27,"Efectivo","Completada",8,7268,7660,10723,3,4
41610,3,23432,2,2024-05-18,2024-05-21,"Tarjeta de crédito","Completada",24,6634,10544,14762,1,5
41611,10,5720,1,2023-11-22,2023-12-02,"Tarjeta de crédito","Pendiente",19,7119,8580,12012,NA,NA
41612,11,23092,3,2024-05-27,2024-06-07,"Tarjeta de crédito","Cancelada",27,6711,38102,53343,NA,NA
41613,3,21120,1,2023-07-17,2023-07-20,"Efectivo","Completada",27,6937,9504,13306,3,4
41614,13,19621,2,2024-10-17,2024-10-30,"Transferencia bancaria","Cancelada",2,2906,38261,53565,NA,NA
41615,12,16013,3,2024-09-20,2024-10-02,"Tarjeta de crédito","Completada",30,4199,28823,40353,2,2
41616,12,13083,10,2023-07-11,2023-07-23,"Tarjeta de crédito","Completada",15,2551,23549,32969,5,2
41617,7,9629,5,2024-10-28,2024-11-04,"Tarjeta de crédito","Completada",8,5189,10110,14155,5,4
41618,11,27604,3,2024-04-22,2024-05-03,"Tarjeta de crédito","Completada",11,2049,45547,63765,5,4
41619,14,43821,1,2025-01-05,2025-01-19,"Transferencia bancaria","En curso",19,5783,92024,128834,NA,NA
41620,12,18379,2,2023-05-23,2023-06-04,"Transferencia bancaria","Cancelada",10,5628,33082,46315,NA,NA
41621,11,48814,3,2024-10-11,2024-10-22,"Tarjeta de crédito","Completada",2,3268,80543,112760,2,2
41622,1,13476,4,2024-01-07,2024-01-08,"Transferencia bancaria","Completada",27,2001,2021,2830,2,3
41623,4,35100,4,2024-02-27,2024-03-02,"Tarjeta de crédito","Cancelada",11,5994,21060,29484,NA,NA
41624,6,23681,9,2023-05-09,2023-05-15,"Tarjeta de crédito","En curso",24,6599,21313,29838,NA,NA
41625,14,12574,3,2024-01-23,2024-02-06,"Billetera virtual","En curso",27,5724,26405,36968,NA,NA
41626,14,16091,1,2024-03-11,2024-03-25,"Tarjeta de crédito","Completada",7,6962,33791,47308,2,1
41627,1,35947,3,2023-08-26,2023-08-27,"Tarjeta de crédito","Completada",30,5295,5392,7549,5,5
41628,6,19993,1,2023-09-19,2023-09-25,"Tarjeta de crédito","Completada",16,4308,17994,25191,3,5
41629,8,24848,3,2024-07-01,2024-07-09,"Tarjeta de crédito","Completada",25,2958,29818,41745,1,2
41630,9,17334,4,2023-07-07,2023-07-16,"Tarjeta de crédito","Completada",17,7744,23401,32761,1,1
41631,2,29058,2,2024-11-21,2024-11-23,"Transferencia bancaria","Completada",1,4526,8717,12204,2,1
41632,8,18410,1,2025-02-13,2025-02-21,"Tarjeta de crédito","Cancelada",19,4624,22092,30929,NA,NA
41633,9,10229,12,2025-01-30,2025-02-08,"Transferencia bancaria","Completada",24,2232,13809,19333,5,1
41634,5,36048,5,2024-12-08,2024-12-13,"Transferencia bancaria","Cancelada",10,5040,27036,37850,NA,NA
41635,5,21855,1,2024-03-30,2024-04-04,"Tarjeta de crédito","Completada",11,2520,16391,22948,5,4
41636,6,9187,3,2024-06-01,2024-06-07,"Efectivo","Pendiente",19,6772,8268,11576,NA,NA
41637,10,50388,1,2024-12-04,2024-12-14,"Efectivo","Completada",18,2935,75582,105815,1,2
41638,4,36209,4,2023-12-14,2023-12-18,"Billetera virtual","Completada",0,2839,21725,30416,2,5
41639,9,16613,2,2023-05-05,2023-05-14,"Tarjeta de crédito","Pendiente",26,4487,22428,31399,NA,NA
41640,14,12787,2,2023-06-18,2023-07-02,"Billetera virtual","Completada",2,2073,26853,37594,2,5
41641,7,34742,2,2024-03-10,2024-03-17,"Tarjeta de crédito","Completada",26,6426,36479,51071,3,1
41642,4,18027,1,2024-06-23,2024-06-27,"Tarjeta de crédito","Pendiente",21,3650,10816,15143,NA,NA
41643,9,35905,3,2023-12-07,2023-12-16,"Tarjeta de crédito","Completada",17,3932,48472,67860,3,5
41644,11,17540,3,2023-12-18,2023-12-29,"Tarjeta de crédito","Completada",22,5086,28941,40517,3,4
41645,8,9346,4,2024-12-25,2025-01-02,"Tarjeta de crédito","Completada",28,7220,11215,15701,1,1
41646,1,10546,3,2024-03-16,2024-03-17,"Tarjeta de crédito","Completada",18,6178,1582,2215,4,4
41647,14,35391,1,2023-03-26,2023-04-09,"Billetera virtual","Completada",18,2662,74321,104050,1,1
41648,9,6876,10,2023-10-21,2023-10-30,"Tarjeta de crédito","Completada",12,4196,9283,12996,2,1
41649,8,22043,7,2023-01-21,2023-01-29,"Tarjeta de crédito","Completada",8,2642,26452,37032,2,2
41650,7,36830,2,2023-11-27,2023-12-04,"Tarjeta de crédito","Cancelada",27,5893,38672,54140,NA,NA
41651,1,43585,6,2023-10-02,2023-10-03,"Tarjeta de crédito","Cancelada",19,5947,6538,9153,NA,NA
41652,13,52510,1,2023-08-24,2023-09-06,"Tarjeta de crédito","Completada",1,6748,102394,143352,2,5
41653,1,47960,1,2024-09-10,2024-09-11,"Tarjeta de crédito","Completada",24,7049,7194,10072,1,1
41654,5,5827,3,2025-01-09,2025-01-14,"Efectivo","Pendiente",2,7792,4370,6118,NA,NA
41655,12,26752,1,2024-07-15,2024-07-27,"Tarjeta de crédito","Completada",0,4241,48154,67415,2,5
41656,2,9867,4,2024-07-06,2024-07-08,"Tarjeta de crédito","Completada",6,6157,2960,4144,5,2
41657,11,32949,6,2024-05-18,2024-05-29,"Transferencia bancaria","Completada",20,4821,54366,76112,3,3
41658,1,49032,4,2023-06-06,2023-06-07,"Tarjeta de crédito","Completada",15,7466,7355,10297,1,3
41659,14,10492,9,2023-07-24,2023-08-07,"Transferencia bancaria","Completada",4,5894,22033,30846,3,5
41660,13,36202,3,2023-03-16,2023-03-29,"Tarjeta de crédito","Completada",13,7247,70594,98831,1,4
41661,5,21006,9,2024-08-29,2024-09-03,"Tarjeta de crédito","Completada",22,2112,15754,22056,1,3
41662,14,29025,6,2023-10-25,2023-11-08,"Tarjeta de crédito","Completada",27,4447,60952,85334,5,5
41663,2,16572,4,2023-12-12,2023-12-14,"Efectivo","Pendiente",28,7638,4972,6960,NA,NA
41664,5,12113,6,2024-12-06,2024-12-11,"Transferencia bancaria","En curso",7,4519,9085,12719,NA,NA
41665,8,24026,4,2024-09-15,2024-09-23,"Tarjeta de crédito","Pendiente",8,5978,28831,40364,NA,NA
41666,8,28346,1,2023-03-01,2023-03-09,"Tarjeta de crédito","Completada",26,5084,34015,47621,4,3
41667,2,18767,7,2023-12-24,2023-12-26,"Transferencia bancaria","Completada",2,6371,5630,7882,3,4
41668,8,19708,1,2024-09-10,2024-09-18,"Efectivo","Completada",27,7703,23650,33109,4,2
41669,13,42833,3,2023-10-14,2023-10-27,"Billetera virtual","Completada",27,4502,83524,116934,1,4
41670,7,32531,3,2024-12-24,2024-12-31,"Transferencia bancaria","Completada",15,5435,34158,47821,5,2
41671,10,29846,4,2023-02-28,2023-03-10,"Efectivo","Completada",29,4444,44769,62677,1,1
41672,11,24349,5,2023-04-17,2023-04-28,"Tarjeta de crédito","Completada",7,7544,40176,56246,4,5
41673,7,38117,4,2023-10-27,2023-11-03,"Billetera virtual","Completada",11,3132,40023,56032,5,4
41674,5,27607,2,2024-08-03,2024-08-08,"Tarjeta de crédito","Completada",9,5354,20705,28987,4,1
41675,9,37591,8,2023-11-09,2023-11-18,"Efectivo","Pendiente",29,5728,50748,71047,NA,NA
41676,1,14965,5,2023-09-06,2023-09-07,"Billetera virtual","Pendiente",24,7958,2245,3143,NA,NA
