"id_casa","id_arrendatario","tipo_vivienda","provincia_ubicacion","capacidad_maxima","numero_habitaciones","numero_banos","precio_base_noche","categoria","distancia_centro_km","anio_construccion","amenities","calificacion_limpieza","calificacion_ubicacion","calificacion_general","mascotas_permitidas","fumadores_permitidos","eventos_permitidos"
1421,121,"Casa","Misiones",9,6,3,11747,"Económica",13,1993,"Aire acondicionado,WiFi,Acceso a playa,Parrilla,TV,Estacionamiento,Gimnasio,Terraza",4,5,3.8,FALSE,FALSE,FALSE
1422,943,"Cabaña","La Rioja",3,5,1,10397,"Estándar",11.1,2002,"Seguridad 24hs,Acceso a playa,TV,Parrilla,Vista al mar",3.9,3.5,3.2,TRUE,FALSE,FALSE
1423,128,"Casa","Chaco",12,2,2,11358,"Económica",8.4,2017,"Seguridad 24hs,Calefacción,Gimnasio,WiFi,Acceso a playa,Vista al mar,Estacionamiento",2.1,2.5,4.4,FALSE,FALSE,FALSE
1424,705,"Casa","Buenos Aires",9,6,1,51364,"Ultra lujo",2.2,2009,"Jacuzzi,Parrilla,Gimnasio,Cocina equipada,Estacionamiento,Pileta",2.5,3.5,3.2,FALSE,FALSE,FALSE
1425,621,"Casa","Formosa",5,3,2,10462,"Estándar",12.6,2021,"Lavadora,Calefacción,Cocina equipada,Gimnasio",3.7,4.9,3,TRUE,FALSE,TRUE
1426,269,"Loft","Río Negro",9,4,4,23913,"Premium",13.9,1959,"WiFi,Acceso a playa,Jacuzzi,Lavadora,Pileta,Seguridad 24hs,Parrilla",4.5,3.8,1.6,FALSE,FALSE,FALSE
1427,641,"Chalet","Entre Ríos",10,2,2,40794,"Ultra lujo",13.9,1962,"TV,Terraza",4.1,4.9,4.5,FALSE,FALSE,FALSE
1428,461,"Departamento","Chaco",6,4,3,26356,"Premium",2.1,1961,"Aire acondicionado,Terraza",4.8,4.8,4.4,FALSE,FALSE,FALSE
1429,823,"Chalet","Neuquén",2,3,1,27593,"Lujo",13.3,1954,"Pileta,Aire acondicionado,Terraza,WiFi,TV",5,2.8,1.6,TRUE,FALSE,FALSE
1430,62,"Loft","Santa Cruz",4,4,4,48612,"Ultra lujo",0.6,1989,"TV,Lavadora,Aire acondicionado,Seguridad 24hs,Cocina equipada,Pileta,Vista al mar",4.9,3.4,3.1,FALSE,FALSE,TRUE
1431,536,"Casa","La Rioja",10,2,3,16890,"Estándar",0.3,2018,"Vista al mar,Calefacción",2.6,1.2,4.2,TRUE,FALSE,TRUE
1432,336,"Casa","Santiago del Estero",7,1,3,37088,"Ultra lujo",12.8,1996,"Gimnasio,Lavadora,Cocina equipada,Pileta,Calefacción,Acceso a playa,WiFi",3.6,4.7,2.3,TRUE,TRUE,TRUE
1433,451,"Chalet","Neuquén",10,5,1,19891,"Estándar",9.5,1953,"Estacionamiento,Terraza",4.9,1.8,5,TRUE,FALSE,TRUE
1434,794,"Loft","Entre Ríos",8,3,1,8912,"Económica",11.4,2013,"WiFi,Gimnasio,Calefacción",1.5,3,4.3,FALSE,FALSE,TRUE
1435,360,"Chalet","Catamarca",3,3,2,5271,"Económica",4.7,1986,"Terraza,Vista al mar,Acceso a playa,Estacionamiento,WiFi",2.5,1,2.6,FALSE,FALSE,FALSE
1436,183,"Chalet","Chaco",3,5,3,11153,"Económica",11,2019,"Pileta,WiFi,Calefacción",4.5,1.3,3.4,FALSE,FALSE,TRUE
1437,31,"Chalet","Río Negro",8,2,4,39208,"Ultra lujo",4.7,1983,"Gimnasio,Calefacción,Cocina equipada,WiFi,Lavadora,Pileta",2.1,3.6,2.8,TRUE,FALSE,FALSE
1438,974,"Casa","Corrientes",7,5,2,16359,"Estándar",11,1983,"Estacionamiento,Pileta,Lavadora,Aire acondicionado",3.2,4.4,2.7,TRUE,FALSE,FALSE
1439,430,"Casa","La Pampa",12,2,4,16408,"Estándar",10,1976,"Vista al mar,Seguridad 24hs,Estacionamiento,Lavadora,Cocina equipada,Calefacción",3.6,2.1,2.2,TRUE,FALSE,TRUE
1440,894,"Casa","La Pampa",3,1,2,27340,"Lujo",3.9,1954,"Lavadora,Calefacción,Parrilla,Seguridad 24hs,TV",4.1,3.8,3.8,FALSE,FALSE,FALSE
1441,713,"Departamento","La Pampa",5,1,3,37672,"Ultra lujo",13.6,1983,"Vista al mar,Pileta,Gimnasio",4.3,4.6,1.2,TRUE,FALSE,FALSE
1442,62,"Departamento","Misiones",3,4,4,8723,"Económica",2.8,1996,"Lavadora,Calefacción,WiFi",2.6,3.5,3.3,FALSE,FALSE,FALSE
1443,194,"Cabaña","Tucumán",12,2,3,26385,"Lujo",12.1,1996,"TV,Acceso a playa,Terraza,WiFi,Lavadora,Parrilla,Gimnasio",4.6,3.9,2.1,TRUE,FALSE,FALSE
1444,463,"Casa","San Juan",4,3,1,57775,"Ultra lujo",1.8,2018,"Terraza,Pileta",4.4,4.4,1,FALSE,FALSE,FALSE
1445,568,"Cabaña","Santa Cruz",4,1,1,16400,"Estándar",0.5,2015,"Jacuzzi,Gimnasio,Cocina equipada",4.5,3.6,4.4,FALSE,FALSE,TRUE
1446,681,"Casa","Buenos Aires",8,1,4,11200,"Estándar",9.7,1987,"Aire acondicionado,Lavadora,Calefacción,Terraza,Seguridad 24hs,Vista al mar,Jacuzzi,Acceso a playa",2.9,4.9,2.5,FALSE,FALSE,FALSE
1447,700,"Cabaña","Chubut",4,3,2,38315,"Ultra lujo",5.1,1964,"Seguridad 24hs,Gimnasio,Terraza,Estacionamiento,Cocina equipada,TV,Acceso a playa",3.2,2.7,2.8,FALSE,FALSE,FALSE
1448,766,"Casa","Santa Fe",8,3,1,26067,"Premium",12.2,2021,"Cocina equipada,WiFi,Jacuzzi,Parrilla,Gimnasio,Estacionamiento",2.9,2.4,3.6,FALSE,FALSE,FALSE
1449,298,"Casa","Entre Ríos",7,6,3,31337,"Lujo",6.8,2005,"WiFi,Pileta,Estacionamiento,Lavadora,Cocina equipada",1.9,1.3,2.9,FALSE,FALSE,FALSE
1450,135,"Loft","Mendoza",9,1,1,33701,"Lujo",11.4,2009,"Jacuzzi,Vista al mar,Acceso a playa,Pileta,Terraza,Lavadora,Aire acondicionado",2.9,1.5,2.2,FALSE,FALSE,FALSE
1451,204,"Casa","Jujuy",10,4,4,14690,"Estándar",10.2,1993,"Acceso a playa,Vista al mar,Jacuzzi,Seguridad 24hs,Lavadora,Calefacción",2.3,2.2,2.6,TRUE,FALSE,TRUE
1452,192,"Departamento","Jujuy",9,1,2,11393,"Económica",14.4,1959,"Calefacción,Terraza,Lavadora,Estacionamiento",1.4,1.5,3.7,TRUE,TRUE,FALSE
1453,968,"Loft","Chaco",9,6,3,39406,"Lujo",12.4,1951,"Jacuzzi,Parrilla",2.2,1.1,3,TRUE,FALSE,FALSE
1454,595,"Chalet","Río Negro",4,2,3,39682,"Lujo",5.5,1971,"Acceso a playa,Jacuzzi,Estacionamiento,Calefacción,Terraza,Pileta,Cocina equipada",2.6,3.5,3.7,FALSE,FALSE,FALSE
1455,345,"Loft","Buenos Aires",5,3,1,34580,"Lujo",0.3,1960,"Pileta,Cocina equipada,Acceso a playa,Seguridad 24hs,Lavadora",3.5,2,3.1,FALSE,FALSE,FALSE
1456,23,"Casa","Mendoza",9,3,4,6926,"Económica",14.2,1955,"Terraza,Cocina equipada,Acceso a playa,Seguridad 24hs",3.5,4.4,2.9,FALSE,FALSE,FALSE
1457,59,"Cabaña","Salta",9,2,3,18219,"Estándar",5,1976,"Terraza,TV,Pileta,WiFi,Lavadora,Calefacción",2.3,3.9,4.3,FALSE,FALSE,FALSE
1458,505,"Casa","La Pampa",10,3,4,53195,"Ultra lujo",12.9,1974,"Aire acondicionado,Jacuzzi,Pileta,Terraza,Vista al mar,Calefacción,Seguridad 24hs",3.7,1.2,4.4,TRUE,FALSE,FALSE
1459,382,"Departamento","San Juan",7,4,3,18133,"Premium",0.1,1969,"Jacuzzi,Cocina equipada,WiFi,Gimnasio,Acceso a playa",3.6,3.3,4.9,FALSE,FALSE,FALSE
1460,411,"Cabaña","Santiago del Estero",11,2,1,15483,"Estándar",5.7,1965,"Aire acondicionado,Vista al mar,Parrilla,Cocina equipada,Gimnasio,Estacionamiento,TV,Terraza",2.4,4.8,4.5,FALSE,FALSE,FALSE
1461,7,"Departamento","Río Negro",10,1,1,26398,"Premium",6.8,1999,"WiFi,Jacuzzi,Vista al mar,Acceso a playa,Cocina equipada,Lavadora,Pileta",2.6,2.8,3,TRUE,FALSE,TRUE
1462,504,"Departamento","La Pampa",10,6,1,12486,"Estándar",2.9,2006,"Parrilla,Aire acondicionado,Vista al mar",4.9,3.3,3.2,TRUE,FALSE,FALSE
1463,346,"Loft","Tucumán",6,2,4,5996,"Económica",2.3,1974,"Aire acondicionado,Vista al mar,Pileta,Lavadora,Parrilla",3.6,4.8,3.4,TRUE,FALSE,TRUE
1464,983,"Chalet","Santa Cruz",10,3,3,10915,"Económica",13.8,2016,"Lavadora,TV,Cocina equipada,Calefacción,Jacuzzi",3.6,4.7,4.7,FALSE,FALSE,FALSE
1465,867,"Casa","Formosa",7,6,1,10922,"Estándar",6,1975,"Cocina equipada,Seguridad 24hs,Parrilla,WiFi",2.2,2.3,4.3,TRUE,FALSE,FALSE
1466,488,"Loft","Tucumán",7,3,3,21514,"Premium",2.8,1968,"WiFi,Parrilla",2.8,3.7,1.3,FALSE,FALSE,FALSE
1467,712,"Cabaña","Santiago del Estero",9,2,3,18015,"Premium",0.4,1963,"Calefacción,Vista al mar",2,4,1.3,TRUE,FALSE,FALSE
1468,80,"Cabaña","Tierra del Fuego",4,5,4,14534,"Estándar",11.2,1950,"Calefacción,TV",2,4.5,1.7,FALSE,FALSE,FALSE
1469,963,"Chalet","CABA",2,1,2,12740,"Estándar",1.6,1980,"Seguridad 24hs,TV",1.9,2.6,4.2,FALSE,FALSE,FALSE
1470,711,"Casa","Tierra del Fuego",12,1,1,24655,"Premium",4.1,1981,"WiFi,Lavadora",4.2,2.8,1.2,FALSE,FALSE,FALSE
1471,579,"Loft","Chaco",2,3,4,10663,"Económica",2.5,1990,"WiFi,Vista al mar,Lavadora,Pileta,Calefacción,Acceso a playa",3.1,3.1,4.9,FALSE,FALSE,TRUE
1472,168,"Departamento","Santiago del Estero",7,2,2,19373,"Estándar",6.6,2021,"Cocina equipada,Estacionamiento,Gimnasio,Calefacción,Parrilla",1.8,4.2,4.1,TRUE,FALSE,FALSE
1473,291,"Casa","Entre Ríos",5,2,1,25680,"Lujo",9.8,2005,"Seguridad 24hs,Parrilla",2,4.1,4.4,TRUE,FALSE,TRUE
1474,578,"Loft","Entre Ríos",5,1,3,21933,"Premium",7.9,1972,"Aire acondicionado,Seguridad 24hs,Terraza,WiFi,Calefacción",2.1,3.7,1,TRUE,FALSE,FALSE
1475,120,"Cabaña","Corrientes",9,1,2,31728,"Lujo",5.8,1988,"Acceso a playa,Parrilla",4.1,4.1,1.7,TRUE,FALSE,FALSE
1476,251,"Cabaña","Córdoba",7,6,3,7857,"Económica",1.2,1952,"Vista al mar,Jacuzzi,Seguridad 24hs",2.9,3.4,4.9,TRUE,FALSE,FALSE
1477,107,"Departamento","Formosa",4,1,3,9243,"Económica",13.7,2001,"Acceso a playa,Aire acondicionado,Jacuzzi,Cocina equipada,Estacionamiento",2.9,2.9,1.1,FALSE,TRUE,TRUE
1478,922,"Loft","Catamarca",5,3,1,54469,"Ultra lujo",1,2019,"WiFi,Gimnasio,Estacionamiento,Acceso a playa,TV,Parrilla,Seguridad 24hs",2.8,1.5,2.5,TRUE,FALSE,FALSE
1479,106,"Chalet","Salta",3,3,2,24620,"Premium",10.3,2023,"Pileta,Cocina equipada,WiFi,Calefacción,Parrilla,Aire acondicionado,Acceso a playa,Jacuzzi",4.4,3.5,4.7,TRUE,FALSE,FALSE
1480,616,"Casa","Tierra del Fuego",3,2,1,35101,"Lujo",10.6,2012,"Cocina equipada,Calefacción",2.9,3.5,4.9,TRUE,FALSE,FALSE
1481,397,"Loft","Santiago del Estero",7,4,2,13973,"Estándar",8.2,1962,"Terraza,Vista al mar",4.8,1.3,2.6,TRUE,FALSE,FALSE
1482,235,"Chalet","Mendoza",5,4,1,26109,"Lujo",4.5,2009,"Gimnasio,Acceso a playa,Terraza,Aire acondicionado",3.4,4.8,4,FALSE,FALSE,TRUE
1483,376,"Cabaña","La Rioja",6,4,2,10044,"Económica",9.8,1986,"Estacionamiento,Aire acondicionado,Acceso a playa",3.4,4.9,3.3,TRUE,FALSE,FALSE
1484,931,"Cabaña","Salta",12,6,1,17302,"Estándar",14.8,2013,"Gimnasio,TV,Parrilla,Calefacción,Vista al mar",1.9,2.9,1.9,TRUE,FALSE,FALSE
1485,996,"Departamento","Chubut",4,1,3,38721,"Lujo",14.3,2007,"Gimnasio,Estacionamiento,Parrilla,Lavadora",3.5,1.2,3.5,TRUE,FALSE,FALSE
1486,117,"Loft","Neuquén",4,6,1,30334,"Lujo",13.6,1997,"Pileta,Gimnasio,Cocina equipada,TV,Vista al mar,Jacuzzi",4.5,2.2,1.7,FALSE,TRUE,FALSE
1487,685,"Casa","La Pampa",12,2,3,16600,"Estándar",2.8,1994,"Jacuzzi,Calefacción",4.2,1.7,2.9,FALSE,FALSE,FALSE
1488,656,"Departamento","Catamarca",12,1,1,37310,"Ultra lujo",13.3,2000,"Jacuzzi,Acceso a playa,TV,Cocina equipada,Terraza,WiFi,Pileta",3.8,2.7,2.2,TRUE,FALSE,FALSE
1489,859,"Departamento","La Pampa",7,4,1,11925,"Estándar",1.9,1993,"Parrilla,Estacionamiento,Vista al mar,TV,Acceso a playa",1.5,4.1,3.6,FALSE,FALSE,FALSE
1490,841,"Cabaña","Buenos Aires",9,4,1,25951,"Lujo",10,2003,"Cocina equipada,Seguridad 24hs,TV,Vista al mar,Estacionamiento,Aire acondicionado,Lavadora",2.7,1.8,4.9,TRUE,FALSE,FALSE
1491,784,"Departamento","Chubut",3,2,3,27412,"Premium",6.8,1978,"Cocina equipada,Vista al mar,Aire acondicionado,WiFi,Terraza,TV,Jacuzzi",4,4.8,2.1,FALSE,FALSE,FALSE
1492,619,"Casa","Formosa",8,4,3,14243,"Estándar",6,1957,"Calefacción,Lavadora,Terraza,Gimnasio,WiFi",3.9,2.7,3.7,FALSE,FALSE,FALSE
1493,563,"Departamento","Neuquén",4,2,3,43896,"Ultra lujo",14.2,1998,"Pileta,Estacionamiento,Gimnasio,Parrilla",3.4,2.9,1.8,FALSE,FALSE,FALSE
1494,918,"Loft","Mendoza",8,6,3,33208,"Lujo",3.9,1992,"WiFi,Jacuzzi",2.1,2.9,1.8,FALSE,FALSE,FALSE
1495,536,"Casa","Mendoza",4,5,4,28546,"Lujo",0.9,1969,"Parrilla,TV,Acceso a playa,Vista al mar,Lavadora,Terraza,Pileta",4.8,3.5,2.8,FALSE,FALSE,FALSE
1496,941,"Departamento","Río Negro",10,3,4,31552,"Lujo",9.2,1952,"Gimnasio,TV,Parrilla,Acceso a playa,WiFi,Lavadora,Seguridad 24hs,Jacuzzi",1.4,4.4,2.3,FALSE,FALSE,TRUE
1497,909,"Casa","La Pampa",5,5,4,30563,"Lujo",8,1957,"Vista al mar,Acceso a playa,Pileta,TV,Terraza,Seguridad 24hs,Lavadora",4,1.1,4.3,FALSE,FALSE,FALSE
1498,546,"Chalet","Formosa",4,6,1,47174,"Ultra lujo",2.4,1983,"Jacuzzi,Pileta,WiFi,Seguridad 24hs,Vista al mar,Gimnasio,TV,Lavadora",4.7,1.3,2.1,FALSE,FALSE,FALSE
1499,43,"Casa","Neuquén",3,6,1,30731,"Lujo",5.7,1969,"Estacionamiento,Acceso a playa,WiFi",3.9,2.2,3.6,FALSE,FALSE,FALSE
1500,599,"Casa","Chaco",6,2,4,13878,"Estándar",8.7,1977,"TV,Lavadora,Cocina equipada",4.6,4.7,1,TRUE,FALSE,FALSE
1501,722,"Casa","La Pampa",8,3,3,18663,"Estándar",12.8,1987,"Jacuzzi,Parrilla,Lavadora,WiFi",1.2,3.9,4.6,TRUE,FALSE,FALSE
1502,211,"Cabaña","Misiones",11,4,1,26335,"Lujo",6,1961,"WiFi,Cocina equipada,Gimnasio,Jacuzzi,Estacionamiento,Seguridad 24hs,TV,Parrilla",4.5,4.1,2.4,FALSE,FALSE,FALSE
1503,74,"Loft","Santiago del Estero",2,5,3,6063,"Económica",6.2,1986,"Aire acondicionado,Vista al mar,Pileta,Jacuzzi,Cocina equipada,Lavadora,Calefacción,Seguridad 24hs",1.5,3.9,1,TRUE,FALSE,FALSE
1504,831,"Loft","Córdoba",12,3,4,30115,"Lujo",6.8,1974,"Seguridad 24hs,WiFi,Calefacción,Aire acondicionado,Terraza,Acceso a playa",4.9,4,4,FALSE,FALSE,FALSE
1505,448,"Chalet","Tierra del Fuego",8,4,2,30483,"Lujo",7,2015,"Acceso a playa,Aire acondicionado,Vista al mar,Lavadora,Seguridad 24hs",2.4,4.8,4,FALSE,FALSE,FALSE
1506,929,"Cabaña","Misiones",4,2,2,35183,"Lujo",1.9,1962,"Seguridad 24hs,Parrilla,Jacuzzi,Calefacción",4.2,1.1,4.8,TRUE,FALSE,FALSE
1507,715,"Departamento","Mendoza",10,6,1,6029,"Económica",14.7,1989,"Estacionamiento,Terraza",1.5,1.7,3.1,FALSE,FALSE,FALSE
1508,641,"Cabaña","Córdoba",4,6,2,23161,"Premium",8.7,1965,"Terraza,Pileta,Lavadora,Aire acondicionado,WiFi",3.1,3.2,3.8,TRUE,FALSE,TRUE
1509,673,"Casa","La Pampa",9,6,2,28026,"Premium",1.9,1970,"Seguridad 24hs,Pileta,Acceso a playa,Vista al mar,Aire acondicionado",3.2,4.6,1.8,TRUE,FALSE,TRUE
1510,366,"Cabaña","La Pampa",9,4,1,29519,"Premium",11.6,2013,"TV,Lavadora,Gimnasio,Estacionamiento,Parrilla,Acceso a playa,Terraza",2.7,3.7,1.3,FALSE,FALSE,FALSE
1511,959,"Casa","San Luis",9,1,3,19687,"Premium",12.2,1964,"Terraza,Calefacción,Gimnasio,Acceso a playa,Vista al mar",2,4.5,2.4,FALSE,FALSE,FALSE
1512,802,"Casa","Buenos Aires",7,6,2,58824,"Ultra lujo",4.7,2013,"TV,Calefacción,Gimnasio,Aire acondicionado,Jacuzzi,Pileta",1.8,2.6,1.4,TRUE,FALSE,FALSE
1513,197,"Cabaña","Catamarca",3,2,3,24904,"Premium",7.6,2018,"Gimnasio,Estacionamiento,Seguridad 24hs,WiFi,Lavadora",3.9,2.2,2.2,FALSE,FALSE,FALSE
1514,135,"Departamento","Santa Fe",8,2,2,10151,"Estándar",8.2,2023,"Lavadora,Seguridad 24hs",3,4.7,2.2,TRUE,FALSE,FALSE
1515,611,"Casa","Santiago del Estero",7,4,2,31433,"Lujo",5.9,2003,"Vista al mar,Gimnasio,WiFi,Acceso a playa,Estacionamiento,Lavadora",2.4,2.1,2.2,FALSE,FALSE,TRUE
1516,541,"Loft","Tierra del Fuego",9,1,1,31301,"Lujo",1.6,1963,"Terraza,Seguridad 24hs,Estacionamiento,Acceso a playa",4.7,2.9,2.8,FALSE,FALSE,TRUE
1517,263,"Departamento","Río Negro",7,4,2,19342,"Estándar",12.4,1961,"Lavadora,Acceso a playa,Terraza,Pileta",3.6,2.9,2.5,FALSE,FALSE,FALSE
1518,507,"Departamento","CABA",4,6,2,23977,"Premium",4.3,1994,"Estacionamiento,TV",1.8,1.5,3.3,FALSE,FALSE,FALSE
1519,791,"Cabaña","Buenos Aires",10,2,1,32267,"Lujo",8.9,1962,"Gimnasio,TV,Seguridad 24hs,Estacionamiento,Acceso a playa,Lavadora,Terraza,Parrilla",2.2,1.8,2.2,FALSE,FALSE,FALSE
1520,284,"Cabaña","San Juan",11,2,4,26150,"Premium",0.9,1972,"Parrilla,Calefacción,Vista al mar,Jacuzzi,Seguridad 24hs,Pileta,Acceso a playa,TV",2.8,1.4,2.2,FALSE,FALSE,FALSE
1521,749,"Casa","Santa Fe",6,3,3,22191,"Premium",2.8,1979,"Aire acondicionado,Terraza,Calefacción,Estacionamiento,Cocina equipada,Gimnasio,Seguridad 24hs",1.1,1.4,1.1,TRUE,FALSE,FALSE
1522,67,"Casa","Neuquén",9,5,4,28387,"Lujo",7.3,1995,"Acceso a playa,WiFi,Aire acondicionado,Vista al mar,Cocina equipada",4.6,4.1,3.1,FALSE,FALSE,FALSE
1523,786,"Chalet","San Juan",2,4,1,11954,"Estándar",9.6,1995,"Pileta,Estacionamiento,Parrilla",2.9,2.2,4.1,FALSE,FALSE,FALSE
1524,644,"Loft","Córdoba",2,5,2,31625,"Lujo",11.7,1999,"Aire acondicionado,Jacuzzi,Gimnasio,Terraza,Seguridad 24hs,Estacionamiento",3.2,3.3,2.4,FALSE,FALSE,FALSE
1525,621,"Cabaña","Corrientes",9,6,3,5622,"Económica",14.7,2021,"Cocina equipada,Vista al mar,Aire acondicionado,TV,Acceso a playa,Gimnasio",4.4,1,3.2,FALSE,FALSE,FALSE
1526,310,"Cabaña","CABA",9,2,2,27456,"Premium",3.2,1962,"Terraza,Vista al mar,TV,Seguridad 24hs,Acceso a playa,Pileta",4.8,3.8,4.4,FALSE,FALSE,TRUE
1527,538,"Casa","Río Negro",8,3,3,10925,"Estándar",12,2015,"Estacionamiento,WiFi",1.5,1.8,2.2,TRUE,FALSE,FALSE
1528,122,"Departamento","Santa Fe",4,3,3,25142,"Lujo",12.9,1975,"Pileta,Estacionamiento,Seguridad 24hs,Aire acondicionado,Jacuzzi",1.9,2.7,4,FALSE,FALSE,TRUE
1529,95,"Cabaña","Buenos Aires",4,3,4,9633,"Económica",9.6,2001,"Estacionamiento,Seguridad 24hs",4,3.8,2,TRUE,FALSE,FALSE
1530,59,"Casa","La Pampa",12,5,3,45399,"Ultra lujo",15,1955,"Jacuzzi,Gimnasio,WiFi,Parrilla,TV,Vista al mar",5,4.2,3.2,TRUE,FALSE,FALSE
1531,328,"Chalet","Chaco",3,2,3,35331,"Ultra lujo",1,1970,"Terraza,Aire acondicionado,Calefacción,Lavadora,Cocina equipada,Acceso a playa,Vista al mar,TV",1.9,3.6,1.4,FALSE,FALSE,FALSE
1532,756,"Cabaña","Chubut",9,1,4,23125,"Premium",3,2017,"Seguridad 24hs,Calefacción,Lavadora,Jacuzzi,Cocina equipada",1.9,3.2,2,TRUE,FALSE,TRUE
1533,847,"Loft","Río Negro",7,4,2,19580,"Estándar",3,1984,"TV,Seguridad 24hs",2.2,3.2,1.1,TRUE,FALSE,FALSE
1534,230,"Casa","La Pampa",9,2,3,11693,"Estándar",14.4,2008,"TV,Aire acondicionado,Jacuzzi,Gimnasio,WiFi,Cocina equipada,Calefacción,Seguridad 24hs",1,4.4,1.2,FALSE,FALSE,FALSE
1535,795,"Chalet","Neuquén",6,6,1,11065,"Estándar",8.2,2002,"Jacuzzi,Estacionamiento,Aire acondicionado,Lavadora,Gimnasio,Vista al mar,TV",3.2,2.7,2.2,FALSE,FALSE,TRUE
1536,120,"Chalet","Neuquén",4,4,1,6370,"Económica",5.9,2011,"Aire acondicionado,Jacuzzi",2.3,1.9,3.5,TRUE,FALSE,FALSE
1537,793,"Loft","Catamarca",10,3,1,30280,"Lujo",6.5,1971,"Acceso a playa,Lavadora,Seguridad 24hs,Terraza,Pileta,TV",2.9,2.1,2.8,FALSE,FALSE,FALSE
1538,365,"Chalet","Corrientes",11,1,2,8990,"Económica",3.3,1970,"Vista al mar,Aire acondicionado,Cocina equipada",4,1.3,3.3,FALSE,FALSE,FALSE
1539,585,"Casa","Santa Cruz",12,5,4,38454,"Lujo",6.5,2007,"Parrilla,Terraza,Calefacción,Estacionamiento",2.8,2.4,1.9,TRUE,TRUE,TRUE
1540,118,"Loft","Córdoba",11,4,2,54123,"Ultra lujo",8.2,1963,"WiFi,Calefacción,Vista al mar,Lavadora",4.3,1.8,3,TRUE,FALSE,FALSE
1541,330,"Cabaña","Corrientes",10,2,2,29352,"Premium",3.6,1970,"Jacuzzi,Seguridad 24hs,Calefacción,WiFi",4.5,5,4.3,TRUE,FALSE,FALSE
1542,2,"Departamento","Misiones",10,4,2,33228,"Lujo",4.3,2018,"WiFi,TV,Cocina equipada,Estacionamiento,Terraza,Aire acondicionado,Jacuzzi",2.7,4.1,2,TRUE,FALSE,FALSE
1543,534,"Loft","Tierra del Fuego",8,5,2,24177,"Premium",3.6,1952,"Acceso a playa,TV,Aire acondicionado",3.2,4.9,1.8,FALSE,FALSE,FALSE
1544,137,"Loft","Entre Ríos",10,6,1,28244,"Lujo",2,1972,"Cocina equipada,Gimnasio,Seguridad 24hs,Vista al mar",1.7,3.3,2.8,FALSE,FALSE,TRUE
1545,385,"Chalet","Chaco",6,6,4,5121,"Económica",2.7,1957,"Aire acondicionado,Terraza,Seguridad 24hs,Vista al mar,Pileta,Acceso a playa",4,4.1,4.5,TRUE,TRUE,FALSE
1546,575,"Chalet","Chaco",5,3,2,48091,"Ultra lujo",12.6,1990,"Terraza,Cocina equipada,Parrilla,Aire acondicionado",4.6,4.5,5,FALSE,FALSE,FALSE
1547,68,"Departamento","Tucumán",2,4,3,10332,"Económica",3.3,1964,"Seguridad 24hs,Gimnasio,Vista al mar",1.1,4.3,3.5,TRUE,FALSE,FALSE
1548,875,"Departamento","Entre Ríos",5,3,4,5678,"Económica",1.5,1956,"Seguridad 24hs,Aire acondicionado,Acceso a playa,Cocina equipada,Vista al mar",1.1,1,4.8,TRUE,FALSE,FALSE
1549,841,"Departamento","Santa Cruz",10,2,3,21109,"Premium",15,2005,"Seguridad 24hs,Aire acondicionado,Estacionamiento,WiFi,TV,Vista al mar,Pileta,Acceso a playa",4.1,3.3,3,FALSE,FALSE,FALSE
1550,674,"Loft","La Rioja",2,2,3,22425,"Premium",0.5,2004,"Lavadora,Parrilla",4.6,3.8,4.8,FALSE,FALSE,TRUE
1551,57,"Loft","Chaco",10,3,1,11387,"Económica",5.4,1989,"Seguridad 24hs,Vista al mar,Parrilla,Aire acondicionado,Acceso a playa",1.3,4.7,1.8,FALSE,FALSE,FALSE
1552,328,"Departamento","Santiago del Estero",7,4,3,29693,"Premium",6.9,2006,"Parrilla,Calefacción,Gimnasio,Terraza,Jacuzzi,Aire acondicionado,Estacionamiento,Cocina equipada",1.3,2.3,3.9,TRUE,FALSE,FALSE
1553,684,"Chalet","San Juan",6,3,3,47706,"Ultra lujo",3.5,1991,"Jacuzzi,Vista al mar,WiFi,Acceso a playa,Lavadora",1.1,2.2,3.2,FALSE,TRUE,FALSE
1554,599,"Casa","Neuquén",11,3,1,19446,"Premium",12.4,1964,"Parrilla,Aire acondicionado,Seguridad 24hs,Lavadora,WiFi,Calefacción,TV",2.2,3.3,2.6,TRUE,FALSE,FALSE
1555,840,"Chalet","Chaco",9,5,4,28535,"Premium",12.3,2006,"Parrilla,WiFi,Pileta,Estacionamiento,Lavadora",4.4,2,4.5,TRUE,FALSE,FALSE
1556,442,"Cabaña","Mendoza",7,5,4,27265,"Lujo",13.7,1960,"Pileta,TV,Aire acondicionado",1.1,1,1.4,TRUE,FALSE,FALSE
1557,516,"Departamento","Neuquén",6,4,1,36248,"Ultra lujo",14.4,2003,"Calefacción,Jacuzzi,Vista al mar,Terraza,Gimnasio",4.2,2.5,2.3,TRUE,FALSE,FALSE
1558,806,"Cabaña","La Rioja",4,5,2,14910,"Estándar",1,1999,"Cocina equipada,Calefacción,Parrilla",3.5,1.2,2.8,TRUE,FALSE,FALSE
1559,682,"Chalet","Entre Ríos",4,3,4,10191,"Estándar",7.2,1965,"Lavadora,Acceso a playa,Vista al mar,Jacuzzi,Pileta,WiFi,Parrilla",4.9,3.9,2.1,TRUE,TRUE,FALSE
